exercise,question,answer,konnektor,german,english,french,case_english,case_french,explanation_english,explanation_french,explanation_synonym_english,explanation_synonym_french
24,"Der Vertrag tritt in Kraft, _____ beide Parteien unterzeichnen.",sofern,sofern,"Der Vertrag tritt in Kraft, sofern beide Parteien unterzeichnen.",The contract comes into effect provided that both parties sign.,Le contrat entre en vigueur à condition que les deux parties le signent.,,,"sofern = provided, provided that ● Subordinating conjunction",sofern = à condition que ● Conjonctions de subordination,,
24,"Ich gehe heute nicht ins Büro, _____, es gibt ein dringendes Meeting.",es sei denn,es sei denn,"Ich gehe heute nicht ins Büro, es sei denn, es gibt ein dringendes Meeting.",I’m not going to the office today unless there’s an urgent meeting.,"Je ne vais pas au bureau aujourd’hui, à moins qu’il y ait une réunion urgente.",,,es sei denn = unless ● Coordinating conjunction,es sei denn = à moins que ● Conjonction de coordination,,
24,"Niemand darf den Raum betreten, _____, er hat eine spezielle Genehmigung.",es sei denn,es sei denn,"Niemand darf den Raum betreten, es sei denn, er hat eine spezielle Genehmigung.",No one is allowed to enter the room unless they have special permission.,"Personne n’est autorisé à entrer dans la salle, à moins d’avoir une autorisation spéciale.",,,es sei denn = unless ● Coordinating conjunction,es sei denn = à moins que ● Conjonction de coordination,,
24,"Wir verschieben das Projekt nicht, _____, neue Informationen machen das notwendig.",es sei denn,es sei denn,"Wir verschieben das Projekt nicht, es sei denn, neue Informationen machen das notwendig.",We won’t postpone the project unless new information makes it necessary.,"Nous ne reportons pas le projet, à moins que de nouvelles informations ne le rendent nécessaire.",,,es sei denn = unless ● Coordinating conjunction,es sei denn = à moins que ● Conjonction de coordination,,
24,"Du solltest dich nicht entschuldigen, _____, du meinst es wirklich ernst.",es sei denn,es sei denn,"Du solltest dich nicht entschuldigen, es sei denn, du meinst es wirklich ernst.",You shouldn’t apologize unless you truly mean it.,"Tu ne devrais pas t’excuser, à moins que tu ne le penses vraiment.",,,es sei denn = unless ● Coordinating conjunction,es sei denn = à moins que ● Conjonction de coordination,,
24,"Das Gesetz tritt nicht in Kraft, _____, der Bundestag stimmt erneut zu.",es sei denn,es sei denn,"Das Gesetz tritt nicht in Kraft, es sei denn, der Bundestag stimmt erneut zu.",The law will not come into effect unless the Bundestag approves it again.,"La loi n’entrera pas en vigueur, à moins que le Bundestag ne l’approuve à nouveau.",,,es sei denn = unless ● Coordinating conjunction,es sei denn = à moins que ● Conjonction de coordination,,
24,"Der Bericht enthält keine neuen Erkenntnisse, _____ er die bekannten Probleme nun klarer benennt.",außer dass,außer dass,"Der Bericht enthält keine neuen Erkenntnisse, außer dass er die bekannten Probleme nun klarer benennt.","The report contains no new insights, except that it now states the known problems more clearly.","Le rapport ne contient aucun nouvel élément, sauf qu’il formule plus clairement les problèmes déjà connus.",,,außer dass = except that ● Subordinating conjunction,"außer dass = sauf que, outre que, à part le fait que ● Conjonctions de subordination",,
24,"An der grundsätzlichen Einschätzung hat sich nichts geändert, _____ die Risiken inzwischen realistischer bewertet werden.",außer dass,außer dass,"An der grundsätzlichen Einschätzung hat sich nichts geändert, außer dass die Risiken inzwischen realistischer bewertet werden.","Nothing has changed in the fundamental assessment, except that the risks are now evaluated more realistically.","L’évaluation de fond n’a pas changé, sauf que les risques sont désormais appréciés de manière plus réaliste.",,,außer dass = except that ● Subordinating conjunction,"außer dass = sauf que, outre que, à part le fait que ● Conjonctions de subordination",,
24,"Seine Argumentation blieb weitgehend unverändert, _____ er sie rhetorisch deutlich zugespitzt hat.",außer dass,außer dass,"Seine Argumentation blieb weitgehend unverändert, außer dass er sie rhetorisch deutlich zugespitzt hat.","His line of argument remained largely unchanged, except that he sharpened it considerably on a rhetorical level.","Son argumentation est restée largement inchangée, sauf qu’il l’a nettement renforcée sur le plan rhétorique.",,,außer dass = except that ● Subordinating conjunction,"außer dass = sauf que, outre que, à part le fait que ● Conjonctions de subordination",,
24,"Die Rahmenbedingungen sind gleich geblieben, _____ der zeitliche Druck erheblich zugenommen hat.",außer dass,außer dass,"Die Rahmenbedingungen sind gleich geblieben, außer dass der zeitliche Druck erheblich zugenommen hat.","The framework conditions have remained the same, except that time pressure has increased significantly.","Les conditions-cadres sont restées identiques, sauf que la pression temporelle a fortement augmenté.",,,außer dass = except that ● Subordinating conjunction,"außer dass = sauf que, outre que, à part le fait que ● Conjonctions de subordination",,
24,"Der Vorschlag unterscheidet sich kaum vom vorherigen, _____ er nun konkreter formuliert ist.",außer dass,außer dass,"Der Vorschlag unterscheidet sich kaum vom vorherigen, außer dass er nun konkreter formuliert ist.","The proposal hardly differs from the previous one, except that it is now formulated more concretely.","La proposition diffère à peine de la précédente, sauf qu’elle est désormais formulée de manière plus concrète.",,,außer dass = except that ● Subordinating conjunction,"außer dass = sauf que, outre que, à part le fait que ● Conjonctions de subordination",,
24,"Die Regel gilt für alle Mitarbeitenden, _____ zwingende rechtliche Gründe dagegensprechen.",außer wenn,außer wenn,"Die Regel gilt für alle Mitarbeitenden, außer wenn zwingende rechtliche Gründe dagegensprechen.","The rule applies to all employees, except when compelling legal reasons speak against it.","La règle s’applique à tous les employés, sauf lorsque des raisons juridiques impérieuses s’y opposent.",,,außer wenn = except when ● Subordinating conjunction,"außer wenn = sauf lorsque, sauf quand ● Conjonctions de subordination",,
24,"Das System arbeitet zuverlässig, _____ mehrere sicherheitskritische Komponenten gleichzeitig ausfallen.",außer wenn,außer wenn,"Das System arbeitet zuverlässig, außer wenn mehrere sicherheitskritische Komponenten gleichzeitig ausfallen.","The system operates reliably, except when several safety-critical components fail at the same time.","Le système fonctionne de manière fiable, sauf lorsque plusieurs composants critiques tombent en panne simultanément.",,,außer wenn = except when ● Subordinating conjunction,"außer wenn = sauf lorsque, sauf quand ● Conjonctions de subordination",,
24,"Die Maßnahme zeigt Wirkung, _____ sie ohne ausreichende Vorbereitung umgesetzt wird.",außer wenn,außer wenn,"Die Maßnahme zeigt Wirkung, außer wenn sie ohne ausreichende Vorbereitung umgesetzt wird.","The measure proves effective, except when it is implemented without sufficient preparation.","La mesure est efficace, sauf lorsqu’elle est mise en œuvre sans préparation suffisante.",,,außer wenn = except when ● Subordinating conjunction,"außer wenn = sauf lorsque, sauf quand ● Conjonctions de subordination",,
24,"Die Daten sind konsistent, _____ externe Eingriffe die ursprüngliche Struktur verändern.",außer wenn,außer wenn,"Die Daten sind konsistent, außer wenn externe Eingriffe die ursprüngliche Struktur verändern.","The data is consistent, except when external interventions alter the original structure.","Les données sont cohérentes, sauf lorsque des interventions externes modifient la structure initiale.",,,außer wenn = except when ● Subordinating conjunction,"außer wenn = sauf lorsque, sauf quand ● Conjonctions de subordination",,
24,"Die Vereinbarung bleibt bestehen, _____ beide Parteien einer vorzeitigen Auflösung zustimmen.",außer wenn,außer wenn,"Die Vereinbarung bleibt bestehen, außer wenn beide Parteien einer vorzeitigen Auflösung zustimmen.","The agreement remains in force, except when both parties agree to an early termination.","L’accord reste valable, sauf lorsque les deux parties acceptent une résiliation anticipée.",,,außer wenn = except when ● Subordinating conjunction,"außer wenn = sauf lorsque, sauf quand ● Conjonctions de subordination",,
24,"Der Vertrag verlängert sich automatisch, _____ eine der Parteien fristgerecht widerspricht.",sofern nicht,sofern nicht,"Der Vertrag verlängert sich automatisch, sofern nicht eine der Parteien fristgerecht widerspricht.",The contract is automatically renewed unless one of the parties objects within the deadline.,"Le contrat est reconduit automatiquement, sauf si l’une des parties s’y oppose dans les délais.",,,sofern nicht = unless ● Subordinating conjunction,"sofern nicht = sauf si, à moins que ● Conjonctions de subordination",,
24,"Die Ergebnisse können veröffentlicht werden, _____ datenschutzrechtliche Bedenken entgegenstehen.",sofern nicht,sofern nicht,"Die Ergebnisse können veröffentlicht werden, sofern nicht datenschutzrechtliche Bedenken entgegenstehen.",The results may be published unless data protection concerns prevent it.,"Les résultats peuvent être publiés, sauf si des objections liées à la protection des données s’y opposent.",,,sofern nicht = unless ● Subordinating conjunction,"sofern nicht = sauf si, à moins que ● Conjonctions de subordination",,
24,"Die Maßnahme gilt als erfolgreich, _____ sich unerwartete Nebenwirkungen zeigen.",sofern nicht,sofern nicht,"Die Maßnahme gilt als erfolgreich, sofern nicht sich unerwartete Nebenwirkungen zeigen.",The measure is considered successful unless unexpected side effects emerge.,"La mesure est considérée comme un succès, sauf si des effets secondaires imprévus apparaissent.",,,sofern nicht = unless ● Subordinating conjunction,"sofern nicht = sauf si, à moins que ● Conjonctions de subordination",,
24,"Die Planung bleibt bestehen, _____ neue Erkenntnisse eine Anpassung erforderlich machen.",sofern nicht,sofern nicht,"Die Planung bleibt bestehen, sofern nicht neue Erkenntnisse eine Anpassung erforderlich machen.",The plan remains in place unless new findings make an adjustment necessary.,"La planification est maintenue, sauf si de nouvelles données rendent une adaptation nécessaire.",,,sofern nicht = unless ● Subordinating conjunction,"sofern nicht = sauf si, à moins que ● Conjonctions de subordination",,
24,"Die Sitzung findet wie vorgesehen statt, _____ äußere Umstände eine Verschiebung erzwingen.",sofern nicht,sofern nicht,"Die Sitzung findet wie vorgesehen statt, sofern nicht äußere Umstände eine Verschiebung erzwingen.",The meeting will take place as scheduled unless external circumstances force a postponement.,"La réunion aura lieu comme prévu, sauf si des circonstances extérieures imposent un report.",,,sofern nicht = unless ● Subordinating conjunction,"sofern nicht = sauf si, à moins que ● Conjonctions de subordination",,
25,,außerhalb davon,außerhalb davon,,"outside of it, outside of that",en dehors de cela,Adverb,Adverbe,"außerhalb davon = outside of it, outside of that ● Adverb",außerhalb davon = en dehors de cela ● Adverbe,,
25,,nämlich,nämlich,,namely,notamment,Adverb,Adverbe,nämlich = namely ● Adverb,nämlich = notamment ● Adverbe,,
25,,insgesamt,insgesamt,,"overall, all in all","dans l'ensemble, globalement",Adverb,Adverbe,"insgesamt = overall, all in all ● Adverb","insgesamt = dans l'ensemble, globalement ● Adverbe",,
25,,vielmehr,vielmehr,,"rather, but rather","mais plutôt, au contraire",Adverb,Adverbe,"vielmehr = rather, but rather ● Adverb","vielmehr = mais plutôt, au contraire ● Adverbe",,
25,,entsprechend,entsprechend,,"accordingly, correspondingly","en conséquence, par conséquent",Adverb,Adverbe,"entsprechend = accordingly, correspondingly ● Adverb","entsprechend = en conséquence, par conséquent ● Adverbe",,
