exercise,question,answer,german,english,french,explanation_english,explanation_french,opposite,type
53,Die Parkplätze sind _____ für Mitarbeiter reserviert.,ausschließlich,Die Parkplätze sind ausschließlich für Mitarbeiter reserviert.,The parking spaces are reserved exclusively for employees.,Les places de parking sont réservées exclusivement aux salariés.,ausschließlich = exclusively,ausschließlich = exclusivement,,
53,"Er hat sich _____ gemeldet, um beim Projekt mitzuhelfen.",freiwillig,"Er hat sich freiwillig gemeldet, um beim Projekt mitzuhelfen.",He volunteered to help with the project.,Il s'est porté volontaire pour aider au projet.,freiwillig = voluntarily,freiwillig = volontairement,,
53,Niemand wurde gezwungen – alle haben _____ teilgenommen.,freiwillig,Niemand wurde gezwungen – alle haben freiwillig teilgenommen.,No one was forced – everyone participated voluntarily.,Personne n'a été forcé – la participation de chacun était volontaire.,freiwillig = voluntarily,freiwillig = volontairement,,
53,Sie arbeitet _____ in einem sozialen Projekt im Ausland.,freiwillig,Sie arbeitet freiwillig in einem sozialen Projekt im Ausland.,She works voluntarily on a social project abroad.,Elle travaille bénévolement sur un projet social à l'étranger.,freiwillig = voluntarily,freiwillig = volontairement,,
53,Ich habe _____ die falsche Datei gelöscht.,versehentlich,Ich habe versehentlich die falsche Datei gelöscht.,I accidentally deleted the wrong file.,J'ai supprimé le mauvais fichier par erreur.,"versehentlich = accidentally, inadvertently","versehentlich = accidentellement, par inadvertance",,
53,Sie hat _____ einen wichtigen Termin verpasst.,versehentlich,Sie hat versehentlich einen wichtigen Termin verpasst.,She accidentally missed an important appointment.,Elle a manqué un rendez-vous important par inadvertance.,"versehentlich = accidentally, inadvertently","versehentlich = accidentellement, par inadvertance",,
53,Der Mitarbeiter hat _____ vertrauliche Informationen weitergegeben.,versehentlich,Der Mitarbeiter hat versehentlich vertrauliche Informationen weitergegeben.,The employee accidentally passed on confidential information.,L'employé a transmis accidentellement des informations confidentielles.,"versehentlich = accidentally, inadvertently","versehentlich = accidentellement, par inadvertance",,
53,Die Aufgabe wurde _____ und fehlerfrei erledigt.,vollständig,Die Aufgabe wurde vollständig und fehlerfrei erledigt.,The task was completed fully and without errors.,La tâche a été entièrement accomplie et sans erreur.,"vollständig = completely, fully",vollständig = complètement,,
53,Ich habe den Bericht _____ gelesen und verstehe nun alles besser.,vollständig,Ich habe den Bericht vollständig gelesen und verstehe nun alles besser.,I read the report completely and now understand everything better.,J'ai lu le rapport en entier et je comprends maintenant tout mieux.,"vollständig = completely, fully",vollständig = complètement,,
53,Die Daten wurden _____ gelöscht und können nicht wiederhergestellt werden.,vollständig,Die Daten wurden vollständig gelöscht und können nicht wiederhergestellt werden.,The data was completely deleted and cannot be recovered.,Les données ont été définitivement effacées et ne peuvent être récupérées.,"vollständig = completely, fully",vollständig = complètement,,
53,"Er hat die Informationen _____ zurückgehalten, um Zeit zu gewinnen.",absichtlich,"Er hat die Informationen absichtlich zurückgehalten, um Zeit zu gewinnen.",He deliberately withheld the information to gain time.,Il a délibérément retenu les informations pour gagner du temps.,"absichtlich = deliberately, intentionaly",absichtlich = délibérément,,
53,"Die Daten wurden _____ manipuliert, um ein günstigeres Ergebnis zu erzielen.",absichtlich,"Die Daten wurden absichtlich manipuliert, um ein günstigeres Ergebnis zu erzielen.",The data were deliberately manipulated to achieve a more favorable result.,Les données ont été délibérément manipulées pour obtenir un résultat plus favorable.,"absichtlich = deliberately, intentionaly",absichtlich = délibérément,,
53,"Sie stellte die Frage _____ provokativ, um eine lebhafte Diskussion auszulösen.",absichtlich,"Sie stellte die Frage absichtlich provokativ, um eine lebhafte Diskussion auszulösen.",She deliberately phrased the question provocatively to trigger a lively discussion.,Elle a formulé la question de manière délibérément provocatrice afin de susciter un débat animé.,"absichtlich = deliberately, intentionaly",absichtlich = délibérément,,
53,"Der Professor erklärte das komplexe Thema _____, sodass alle es verstanden.",ausführlich,"Der Professor erklärte das komplexe Thema ausführlich, sodass alle es verstanden.","The professor explained the complex topic in detail, so everyone understood it.","Le professeur a expliqué le sujet complexe en détail, ce qui a permis à tout le monde de le comprendre.","ausführlich = in detail, extensively","ausführlich = en détail, largement",,
53,Sie hat ihre Meinung _____ in dem Bericht dargelegt.,ausführlich,Sie hat ihre Meinung ausführlich in dem Bericht dargelegt.,She presented her opinion in detail in the report.,Elle a présenté son opinion en détail dans le rapport.,"ausführlich = in detail, extensively","ausführlich = en détail, largement",,
53,"Wir haben das Problem _____ diskutiert, bevor wir eine Entscheidung trafen.",ausführlich,"Wir haben das Problem ausführlich diskutiert, bevor wir eine Entscheidung trafen.",We discussed the problem in detail before making a decision.,Nous avons discuté du problème en détail avant de prendre une décision.,"ausführlich = in detail, extensively","ausführlich = en détail, largement",,
54,,miteinander,,"with each other, jointly","les uns avec les autres, conjointement","miteinander = with each other, jointly","miteinander = les uns avec les autres, conjointement",,
54,,nebeneinander,,side by side,côte à côte,nebeneinander = side by side,nebeneinander = côte à côte,,
54,,aneinander,,"at each other, conflictingly","l'un à l'autre, de manière conflictuelle","aneinander = at each other, conflictingly","aneinander = l'un à l'autre, de manière conflictuelle",,
54,,aufeinander,,"on each other, on top of each other, on one another",les uns sur les autres,"aufeinander = on each other, on top of each other, on one another",aufeinander = les uns sur les autres,,
54,,auseinander,,"apart, asunder","à part, les uns des autres, en morceaux","auseinander = apart, asunder","auseinander = à part, les uns des autres, en morceaux",,
54,,durcheinander,,"in a confused manner, in a contradictory manner, in a mess","d'une manière contradictoire, d'une manière confuse","durcheinander = in a confused manner, in a contradictory manner, in a mess","durcheinander = d'une manière contradictoire, d'une manière confuse",,
54,,gegeneinander,,"against each other, against one another",les uns contre les autres,"gegeneinander = against each other, against one another",gegeneinander = les uns contre les autres,,
54,,hintereinander,,"one after the other, in a row","les uns derrière les autres, d'affilée","hintereinander = one after the other, in a row","hintereinander = les uns derrière les autres, d'affilée",,
54,,ineinander,,"into each other, in one another","l'un dans l'autre, étroitement","ineinander = into each other, in one another","ineinander = l'un dans l'autre, étroitement",,
54,,nacheinander,,successively,"les uns après les autres, successivement",nacheinander = successively,"nacheinander = les uns après les autres, successivement",,
54,,untereinander,,among themselves,entre eux,untereinander = among themselves,untereinander = entre eux,,
54,,voneinander,,"from each other, from one another","l'un de l'autre, les uns des autres","voneinander = from each other, from one another","voneinander = l'un de l'autre, les uns des autres",,
54,,zueinander,,"to each other, to one another, toward each other","l'un vers l'autre, les uns vers les autres","zueinander = to each other, to one another, toward each other","zueinander = l'un vers l'autre, les uns vers les autres",,
55,"Wir sollten offener _____ kommunizieren, um Missverständnisse zu vermeiden.",miteinander,"Wir sollten offener miteinander kommunizieren, um Missverständnisse zu vermeiden.",We should communicate more openly with each other to avoid misunderstandings.,Nous devrions communiquer plus ouvertement les uns avec les autres pour éviter les malentendus.,"miteinander = with each other, jointly","miteinander = les uns avec les autres, conjointement",,
55,Sie arbeiten schon seit Jahren gut _____ zusammen.,miteinander,Sie arbeiten schon seit Jahren gut miteinander zusammen.,They have been working well together for years.,Ils travaillent bien ensemble depuis des années.,"miteinander = with each other, jointly","miteinander = les uns avec les autres, conjointement",,
55,Nach dem Streit wollten sie nicht mehr _____ reden.,miteinander,Nach dem Streit wollten sie nicht mehr miteinander reden.,"After the argument, they didn’t want to talk to each other anymore.","Après la dispute, ils ne voulaient plus se parler.","miteinander = with each other, jointly","miteinander = les uns avec les autres, conjointement",,
55,Die beiden Konzepte können problemlos _____ existieren.,nebeneinander,Die beiden Konzepte können problemlos nebeneinander existieren.,The two concepts can easily exist side by side.,Les deux concepts peuvent facilement exister côte à côte.,nebeneinander = side by side,nebeneinander = côte à côte,,
55,In diesem Viertel leben Menschen unterschiedlicher Kulturen friedlich _____.,nebeneinander,In diesem Viertel leben Menschen unterschiedlicher Kulturen friedlich nebeneinander.,"In this neighborhood, people from different cultures live peacefully side by side.","Dans ce quartier, des gens de cultures différentes vivent paisiblement côte à côte.",nebeneinander = side by side,nebeneinander = côte à côte,,
55,Die Bücher stehen ordentlich _____ im Regal.,nebeneinander,Die Bücher stehen ordentlich nebeneinander im Regal.,The books are neatly lined up next to each other on the shelf.,Les livres sont soigneusement alignés les uns à côté des autres sur l’étagère.,nebeneinander = side by side,nebeneinander = côte à côte,,
55,"Die beiden Theorien stoßen in entscheidenden Punkten _____, was eine Synthese bislang verhindert hat.",aneinander,"Die beiden Theorien stoßen in entscheidenden Punkten aneinander, was eine Synthese bislang verhindert hat.","The two theories clash in crucial aspects, which has so far prevented a synthesis.","Les deux théories s’opposent sur des aspects cruciaux, ce qui a jusqu’à présent empêché une synthèse.","aneinander = at each other, conflictingly","aneinander = l'un à l'autre, de manière conflictuelle",,
55,"Während der langen Diskussion gerieten die Kollegen immer wieder _____, weil ihre Argumentationsweisen unvereinbar waren.",aneinander,"Während der langen Diskussion gerieten die Kollegen immer wieder aneinander, weil ihre Argumentationsweisen unvereinbar waren.","During the long discussion, the colleagues repeatedly came into conflict with each other because their ways of arguing were incompatible.","Au cours de la longue discussion, les collègues sont entrés à plusieurs reprises en conflit les uns avec les autres parce que leurs façons d’argumenter étaient incompatibles.","aneinander = at each other, conflictingly","aneinander = l'un à l'autre, de manière conflictuelle",,
