Nr,exercise,level,level_routledge,level_goethe,question,answer,german,english,french,plural,explanation_plural_english,explanation_plural_french,explanation_english_,explanation_french_,explanation_english,explanation_french
1000,52,B2,A1,B2,_____ Staat,der,der Staat,the State,l'État,die Staaten,<br><br>Plural: die Staaten,<br><br>Pluriel: die Staaten,,,<br><br>Plural: die Staaten,<br><br>Pluriel: die Staaten
1001,52,B2,A1,B2,_____ Gesicht,das,das Gesicht,the face,le visage,die Gesichter,<br><br>Plural: die Gesichter,<br><br>Pluriel: die Gesichter,Words beginning in <i>Ge-</i> are usually Neuter,Les noms communs commençant par <i>Ge-</i> sont généralement Neutres,<br><br>Plural: die Gesichter<br><br>Words beginning in <i>Ge-</i> are usually Neuter,<br><br>Pluriel: die Gesichter<br><br>Les noms communs commençant par <i>Ge-</i> sont généralement Neutres
1002,52,B2,A1,B2,_____ Weise,die,die Weise,the way,le chemin,die Weisen,<br><br>Plural: die Weisen,<br><br>Pluriel: die Weisen,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,<br><br>Plural: die Weisen<br><br>Most words finishing in <i>-e</i> are Feminine,<br><br>Pluriel: die Weisen<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
1003,52,B2,A1,B2,_____ Regierung,die,die Regierung,the government,le gouvernement,die Regierungen,<br><br>Plural: die Regierungen,<br><br>Pluriel: die Regierungen,Words finishing in <i>-ung</i> are Feminine,Les noms communs se terminant par <i>-ung</i> sont Féminins,<br><br>Plural: die Regierungen<br><br>Words finishing in <i>-ung</i> are Feminine,<br><br>Pluriel: die Regierungen<br><br>Les noms communs se terminant par <i>-ung</i> sont Féminins
1004,52,B2,A1,B2,_____ Begriff,der,der Begriff,the term,le terme,die Begriffe,<br><br>Plural: die Begriffe,<br><br>Pluriel: die Begriffe,Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins,<br><br>Plural: die Begriffe<br><br>Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,<br><br>Pluriel: die Begriffe<br><br>Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins
1005,52,B2,A1,B2,_____ Funktion,die,die Funktion,the function,la fonction,die Funktionen,<br><br>Plural: die Funktionen,<br><br>Pluriel: die Funktionen,Words finishing in <i>-ion</i> are usually Feminine,Les noms communs se terminant par <i>-ion</i> sont généralement Féminins,<br><br>Plural: die Funktionen<br><br>Words finishing in <i>-ion</i> are usually Feminine,<br><br>Pluriel: die Funktionen<br><br>Les noms communs se terminant par <i>-ion</i> sont généralement Féminins
1006,52,B2,A1,B2,_____ Jahrhundert,das,das Jahrhundert,the century,le siècle,die Jahrhunderte,<br><br>Plural: die Jahrhunderte,<br><br>Pluriel: die Jahrhunderte,,,<br><br>Plural: die Jahrhunderte,<br><br>Pluriel: die Jahrhunderte
1007,52,B2,A1,B2,_____ Rahmen,der,der Rahmen,the frame,le cadre,die Rahmen,<br><br>Plural: die Rahmen,<br><br>Pluriel: die Rahmen,,,<br><br>Plural: die Rahmen,<br><br>Pluriel: die Rahmen
1008,52,B2,A1,B2,_____ Absatz,der,der Absatz,the paragraph,le paragraphe,die Absätze,<br><br>Plural: die Absätze,<br><br>Pluriel: die Absätze,Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins,<br><br>Plural: die Absätze<br><br>Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,<br><br>Pluriel: die Absätze<br><br>Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins
1009,52,B2,A1,B2,_____ Präsident,der,der Präsident,the president,le président,die Präsidenten,<br><br>Plural: die Präsidenten,<br><br>Pluriel: die Präsidenten,"Words designating Men, including through professions and nationalities, are Masculine","Les noms communs désignant les hommes, notamment par leur profession ou leur nationalité, sont Masculins","<br><br>Plural: die Präsidenten<br><br>Words designating Men, including through professions and nationalities, are Masculine","<br><br>Pluriel: die Präsidenten<br><br>Les noms communs désignant les hommes, notamment par leur profession ou leur nationalité, sont Masculins"
1010,52,B2,A1,B2,_____ Partei,die,die Partei,the party,la fête,die Parteien,<br><br>Plural: die Parteien,<br><br>Pluriel: die Parteien,Words finishing in <i>-ei</i> are Feminine,Les noms communs se terminant par <i>-ei</i> sont Féminins,<br><br>Plural: die Parteien<br><br>Words finishing in <i>-ei</i> are Feminine,<br><br>Pluriel: die Parteien<br><br>Les noms communs se terminant par <i>-ei</i> sont Féminins
1011,52,B2,A1,B2,_____ Auftreten,das,das Auftreten,the occurrence,l'occurrence,,​,​,Words formed from verb stems that end in <i>-en</i> are usually Neuter,Les noms communs formés à partir de racines verbales se terminant par <i>-en</i> sont généralement Neutres,​<br><br>Words formed from verb stems that end in <i>-en</i> are usually Neuter,​<br><br>Les noms communs formés à partir de racines verbales se terminant par <i>-en</i> sont généralement Neutres
1012,52,B2,A1,B2,_____ Einsatz,der,der Einsatz,the deployment,le déploiement,die Einsätze,<br><br>Plural: die Einsätze,<br><br>Pluriel: die Einsätze,Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins,<br><br>Plural: die Einsätze<br><br>Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,<br><br>Pluriel: die Einsätze<br><br>Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins
1013,52,B2,A1,B2,_____ Verfügung,die,die Verfügung,the order,l'ordre,die Verfügungen,<br><br>Plural: die Verfügungen,<br><br>Pluriel: die Verfügungen,Words finishing in <i>-ung</i> are Feminine,Les noms communs se terminant par <i>-ung</i> sont Féminins,<br><br>Plural: die Verfügungen<br><br>Words finishing in <i>-ung</i> are Feminine,<br><br>Pluriel: die Verfügungen<br><br>Les noms communs se terminant par <i>-ung</i> sont Féminins
1014,52,B2,A1,B2,_____ Anwendung,die,die Anwendung,the application,l'application,die Anwendungen,<br><br>Plural: die Anwendungen,<br><br>Pluriel: die Anwendungen,Words finishing in <i>-ung</i> are Feminine,Les noms communs se terminant par <i>-ung</i> sont Féminins,<br><br>Plural: die Anwendungen<br><br>Words finishing in <i>-ung</i> are Feminine,<br><br>Pluriel: die Anwendungen<br><br>Les noms communs se terminant par <i>-ung</i> sont Féminins
1015,52,B2,A1,B2,_____ Dollar,der,der Dollar,the dollar,le dollar,die Dollar,<br><br>Plural: die Dollar,<br><br>Pluriel: die Dollar,,,<br><br>Plural: die Dollar,<br><br>Pluriel: die Dollar
1016,53,B2,A1,B2,_____ Verfahren,das,das Verfahren,the procedure,la procédure,die Verfahren,<br><br>Plural: die Verfahren,<br><br>Pluriel: die Verfahren,Words formed from verb stems that end in <i>-en</i> are usually Neuter,Les noms communs formés à partir de racines verbales se terminant par <i>-en</i> sont généralement Neutres,<br><br>Plural: die Verfahren<br><br>Words formed from verb stems that end in <i>-en</i> are usually Neuter,<br><br>Pluriel: die Verfahren<br><br>Les noms communs formés à partir de racines verbales se terminant par <i>-en</i> sont généralement Neutres
1017,53,B2,A1,B2,_____ Maßnahme,die,die Maßnahme,the measure,la mesure,die Maßnahmen,<br><br>Plural: die Maßnahmen,<br><br>Pluriel: die Maßnahmen,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,<br><br>Plural: die Maßnahmen<br><br>Most words finishing in <i>-e</i> are Feminine,<br><br>Pluriel: die Maßnahmen<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
1018,53,B2,A1,B2,_____ Ebene,die,die Ebene,the level,le niveau,die Ebenen,<br><br>Plural: die Ebenen,<br><br>Pluriel: die Ebenen,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,<br><br>Plural: die Ebenen<br><br>Most words finishing in <i>-e</i> are Feminine,<br><br>Pluriel: die Ebenen<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
1019,53,B2,A1,B2,_____ Einheit,die,die Einheit,the unit,l'unité,die Einheiten,<br><br>Plural: die Einheiten,<br><br>Pluriel: die Einheiten,Words finishing in <i>-heit</i> are Feminine,Les noms communs se terminant par <i>-heit</i> sont Féminins,<br><br>Plural: die Einheiten<br><br>Words finishing in <i>-heit</i> are Feminine,<br><br>Pluriel: die Einheiten<br><br>Les noms communs se terminant par <i>-heit</i> sont Féminins
1020,53,B2,A1,B2,_____ Lächeln,das,das Lächeln,the smile,le sourire,die Lächeln,<br><br>Plural: die Lächeln,<br><br>Pluriel: die Lächeln,Words formed from verb stems that end in <i>-en</i> are usually Neuter,Les noms communs formés à partir de racines verbales se terminant par <i>-en</i> sont généralement Neutres,<br><br>Plural: die Lächeln<br><br>Words formed from verb stems that end in <i>-en</i> are usually Neuter,<br><br>Pluriel: die Lächeln<br><br>Les noms communs formés à partir de racines verbales se terminant par <i>-en</i> sont généralement Neutres
1021,53,B2,A1,B2,_____ Prinzip,das,das Prinzip,the principle,le principe,die Prinzipien,<br><br>Plural: die Prinzipien,<br><br>Pluriel: die Prinzipien,Concepts and abstractions are usually Neuter,Les noms communs désignant des concepts et abstractions sont souvent Neutres,<br><br>Plural: die Prinzipien<br><br>Concepts and abstractions are usually Neuter,<br><br>Pluriel: die Prinzipien<br><br>Les noms communs désignant des concepts et abstractions sont souvent Neutres
1022,53,B2,A1,B2,_____ Struktur,die,die Struktur,the structure,la structure,die Strukturen,<br><br>Plural: die Strukturen,<br><br>Pluriel: die Strukturen,Words finishing in <i>-ur</i> are usually Feminine,Les noms communs se terminant par <i>-ur</i> sont généralement Féminins,<br><br>Plural: die Strukturen<br><br>Words finishing in <i>-ur</i> are usually Feminine,<br><br>Pluriel: die Strukturen<br><br>Les noms communs se terminant par <i>-ur</i> sont généralement Féminins
1023,53,B2,A1,B2,_____ Macht,die,die Macht,the power,le pouvoir,die Mächte,<br><br>Plural: die Mächte,<br><br>Pluriel: die Mächte,Words formed from verb stems that end in <i>-t</i> are usually Feminine,Les noms communs formés à partir de racines verbales se terminant par <i>-t</i> sont généralement Féminins,<br><br>Plural: die Mächte<br><br>Words formed from verb stems that end in <i>-t</i> are usually Feminine,<br><br>Pluriel: die Mächte<br><br>Les noms communs formés à partir de racines verbales se terminant par <i>-t</i> sont généralement Féminins
1024,53,B2,A1,B2,_____ Veränderung,die,die Veränderung,the change,le changement,die Veränderungen,<br><br>Plural: die Veränderungen,<br><br>Pluriel: die Veränderungen,Words finishing in <i>-ung</i> are Feminine,Les noms communs se terminant par <i>-ung</i> sont Féminins,<br><br>Plural: die Veränderungen<br><br>Words finishing in <i>-ung</i> are Feminine,<br><br>Pluriel: die Veränderungen<br><br>Les noms communs se terminant par <i>-ung</i> sont Féminins
1025,53,B2,A1,B2,_____ Schweigen,das,das Schweigen,the silence,le silence,,​,​,Words formed from verb stems that end in <i>-en</i> are usually Neuter,Les noms communs formés à partir de racines verbales se terminant par <i>-en</i> sont généralement Neutres,​<br><br>Words formed from verb stems that end in <i>-en</i> are usually Neuter,​<br><br>Les noms communs formés à partir de racines verbales se terminant par <i>-en</i> sont généralement Neutres
1026,53,B2,A1,B2,_____ Konzept,das,das Konzept,the concept,le concept,die Konzepte,<br><br>Plural: die Konzepte,<br><br>Pluriel: die Konzepte,Concepts and abstractions are usually Neuter,Les noms communs désignant des concepts et abstractions sont souvent Neutres,<br><br>Plural: die Konzepte<br><br>Concepts and abstractions are usually Neuter,<br><br>Pluriel: die Konzepte<br><br>Les noms communs désignant des concepts et abstractions sont souvent Neutres
1027,53,B2,A1,B2,_____ Zelle,die,die Zelle,the cell,la cellule,die Zellen,<br><br>Plural: die Zellen,<br><br>Pluriel: die Zellen,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,<br><br>Plural: die Zellen<br><br>Most words finishing in <i>-e</i> are Feminine,<br><br>Pluriel: die Zellen<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
1028,53,B2,A1,B2,_____ Maß,das,das Maß,the measure,la mesure,die Maße,<br><br>Plural: die Maße,<br><br>Pluriel: die Maße,,,<br><br>Plural: die Maße,<br><br>Pluriel: die Maße
1029,53,B2,A1,B2,_____ Ansatz,der,der Ansatz,the approach,l'approche,die Ansätze,<br><br>Plural: die Ansätze,<br><br>Pluriel: die Ansätze,Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins,<br><br>Plural: die Ansätze<br><br>Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,<br><br>Pluriel: die Ansätze<br><br>Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins
1030,53,B2,A1,B2,_____ Aspekt,der,der Aspekt,the aspect,l'aspect,die Aspekte,<br><br>Plural: die Aspekte,<br><br>Pluriel: die Aspekte,,,<br><br>Plural: die Aspekte,<br><br>Pluriel: die Aspekte
1031,53,B2,A1,B2,_____ Umstand,der,der Umstand,the circumstance,la circonstance,die Umstände,<br><br>Plural: die Umstände,<br><br>Pluriel: die Umstände,Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins,<br><br>Plural: die Umstände<br><br>Words formed from verb stems that do not end in <i>-en</i> or <i>-t</i> are usually Masculine,<br><br>Pluriel: die Umstände<br><br>Les noms communs formés à partir de racines verbales qui ne se terminent pas par <i>-en</i> ou <i>-t</i> sont généralement Masculins <i>-en</i> ou <i>-t</i> sont généralement masculins
1032,53,B2,A1,B2,_____ Wissenschaft,die,die Wissenschaft,science,la science,die Wissenschaften,<br><br>Plural: die Wissenschaften,<br><br>Pluriel: die Wissenschaften,Words finishing in <i>-schaft</i> are Feminine,Les noms communs se terminant par <i>-schaft</i> sont Féminins,<br><br>Plural: die Wissenschaften<br><br>Words finishing in <i>-schaft</i> are Feminine,<br><br>Pluriel: die Wissenschaften<br><br>Les noms communs se terminant par <i>-schaft</i> sont Féminins
1033,53,B2,A1,B2,_____ Grundlage,die,die Grundlage,the basis,la base,die Grundlagen,<br><br>Plural: die Grundlagen,<br><br>Pluriel: die Grundlagen,Most words finishing in <i>-e</i> are Feminine,La majorité des noms communs se terminant par <i>-e</i> sont Féminins,<br><br>Plural: die Grundlagen<br><br>Most words finishing in <i>-e</i> are Feminine,<br><br>Pluriel: die Grundlagen<br><br>La majorité des noms communs se terminant par <i>-e</i> sont Féminins
