exercise,level,level_routledge,level_goethe,question,answer,german,english,french,explanation_english_,explanation_french_,explanation_english,explanation_french
56,B2,A2,B2,das Drittel,Drittel,die Drittel,the third,le troisième,,,​,​
56,B2,A2,B2,der Kanzler,Kanzler,die Kanzler,the Chancellor,le chancelier,,,​,​
56,B2,A2,B2,das Management,Managements,die Managements,the management,la direction,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
56,B2,A2,B2,der Millimeter,Millimeter,die Millimeter,the millimeter,le millimètre,,,​,​
57,B2,A2,B2,der Minister,Minister,die Minister,the minister,le ministre,,,​,​
57,B2,A2,B2,die Platte,Platten,die Platten,the record,le record,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
57,B2,A2,B2,der Widerstand,Widerstände,die Widerstände,the resistance,la résistance,,,​,​
57,B2,A2,B2,die Investition,Investitionen,die Investitionen,the investment,l'investissement,,,​,​
57,B2,A2,B2,die Stärke,Stärken,die Stärken,the strength,la force,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
57,B2,A2,B2,die Überlegung,Überlegungen,die Überlegungen,the consideration,la considération,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
57,B2,A2,B2,die Armee,Armeen,die Armeen,the army,l'armée,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
57,B2,A2,B2,die Atmosphäre,Atmosphären,die Atmosphären,the atmosphere,l'atmosphère,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
57,B2,A2,B2,die Erkrankung,Erkrankungen,die Erkrankungen,the disease,la maladie,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
57,B2,A2,B2,das Gehirn,Gehirne,die Gehirne,the brain,le cerveau,,,​,​
57,B2,A2,B2,die Stirn,Stirnen,die Stirnen,the forehead,le front,,,​,​
57,B2,A2,B2,die Strategie,Strategien,die Strategien,the strategy,la stratégie,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
57,B2,A2,B2,der Wechsel,Wechsel,die Wechsel,the change,le changement,,,​,​
57,B2,A2,B2,der Bundeskanzler,Bundeskanzler,die Bundeskanzler,the Federal Chancellor,le chancelier fédéral,,,​,​
57,B2,A2,B2,die Demokratie,Demokratien,die Demokratien,democracy,la démocratie,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
57,B2,A2,B2,die Erwartung,Erwartungen,die Erwartungen,the expectation,l'attente,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
57,B2,A2,B2,die Kombination,Kombinationen,die Kombinationen,the combination,la combinaison,,,​,​
57,B2,A2,B2,das Niveau,Niveaus,die Niveaus,the level,le niveau,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
57,B2,A2,B2,der Pfarrer,Pfarrer,die Pfarrer,the pastor,le pasteur,,,​,​
57,B2,A2,B2,das Schicksal,Schicksale,die Schicksale,the fate,la destin,,,​,​
58,B2,A2,B2,der Standort,Standorte,die Standorte,the location,l'emplacement,,,​,​
58,B2,A2,B2,die Dimension,Dimensionen,die Dimensionen,the dimension,la dimension,,,​,​
58,B2,A2,B2,der Forscher,Forscher,die Forscher,the researcher,le chercheur,,,​,​
58,B2,A2,B2,die Kategorie,Kategorien,die Kategorien,the category,la catégorie,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
58,B2,A2,B2,der Organismus,Organismen,die Organismen,the organism,l'organisme,,,​,​
58,B2,A2,B2,die Verbesserung,Verbesserungen,die Verbesserungen,the improvement,l'amélioration,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
58,B2,A2,B2,die Verpflichtung,Verpflichtungen,die Verpflichtungen,the obligation,l'obligation,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
58,B2,A2,B2,die Betrachtung,Betrachtungen,die Betrachtungen,the consideration,la considération,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
58,B2,A2,B2,die Kompetenz,Kompetenzen,die Kompetenzen,the competence,la compétence,,,​,​
58,B2,A2,B2,der Mittelpunkt,Mittelpunkte,die Mittelpunkte,the center,le centre,,,​,​
58,B2,A2,B2,das Vermögen,Vermögen,die Vermögen,the assets,le patrimoine,,,​,​
58,B2,A2,B2,das Wesen,Wesen,die Wesen,the essence,l'essence,,,​,​
58,B2,A2,B2,die Beobachtung,Beobachtungen,die Beobachtungen,the observation,l'observation,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
58,B2,A2,B2,der Bestandteil,Bestandteile,die Bestandteile,the component,le composant,,,​,​
58,B2,A2,B2,die Beteiligung,Beteiligungen,die Beteiligungen,the participation,la participation,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
58,B2,A2,B2,die Bewertung,Bewertungen,die Bewertungen,the rating,la note,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
58,B2,A2,B2,die Bezeichnung,Bezeichnungen,die Bezeichnungen,the designation,la désignation,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
58,B2,A2,B2,der Gebrauch,Gebräuche,die Gebräuche,the use,l'utilisation,,,​,​
58,B2,A2,B2,der Geschäftsführer,Geschäftsführer,die Geschäftsführer,the managing director,le directeur général,,,​,​
58,B2,A2,B2,der Ministerpräsident,Ministerpräsidenten,die Ministerpräsidenten,the Prime Minister,le Premier ministre,,,​,​
59,B2,A2,B2,der Ruf,Rufe,die Rufe,the reputation,la réputation,,,​,​
59,B2,A2,B2,das Signal,Signale,die Signale,the signal,le signal,,,​,​
59,B2,A2,B2,der Standard,Standards,die Standards,the standard,la norme,Many loan words add an -s in their plural form,De nombreux noms communs d'origine étrangère prennent un -s au pluriel,<br><br>Many loan words add an -s in their plural form,<br><br>De nombreux noms communs d'origine étrangère prennent un -s au pluriel
59,B2,A2,B2,die Substanz,Substanzen,die Substanzen,the substance,la substance,,,​,​
59,B2,A2,B2,das Teilchen,Teilchen,die Teilchen,the particle,la particule,,,​,​
59,B2,A2,B2,der Vordergrund,Vordergründe,die Vordergründe,the foreground,le premier plan,,,​,​
59,B2,A2,B2,das Experiment,Experimente,die Experimente,the experiment,l'expérience,,,​,​
59,B2,A2,B2,der Grundsatz,Grundsätze,die Grundsätze,the principle,le principe,,,​,​
59,B2,A2,B2,die Komponente,Komponenten,die Komponenten,the component,le composant,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
59,B2,A2,B2,die Oberfläche,Oberflächen,die Oberflächen,the surface,la surface,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
59,B2,A2,B2,das Reich,Reiche,die Reiche,the Empire,l'Empire,,,​,​
59,B2,A2,B2,das Rennen,Rennen,die Rennen,the race,la course,,,​,​
59,B2,A2,B2,der Schlag,Schläge,die Schläge,the blow,le coup,,,​,​
59,B2,A2,B2,die Spannung,Spannungen,die Spannungen,the tension,la tension,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
59,B2,A2,B2,die Truppe,Truppen,die Truppen,the troop,la troupe,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
59,B2,A2,B2,das Umfeld,Umfelder,die Umfelder,the environment,l'environnement,,,​,​
59,B2,A2,B2,der Verbraucher,Verbraucher,die Verbraucher,the consumer,le consommateur,,,​,​
59,B2,A2,B2,der Verkauf,Verkäufe,die Verkäufe,the sale,la vente,,,​,​
59,B2,A2,B2,das Vorjahr,Vorjahre,die Vorjahre,the previous year,l'année précédente,,,​,​
59,B2,A2,B2,die Bilanz,Bilanzen,die Bilanzen,the balance sheet,le bilan,,,​,​
60,B2,A2,B2,die Identität,Identitäten,die Identitäten,the identity,l'identité,,,​,​
60,B2,A2,B2,das Quartal,Quartale,die Quartale,the quarter,le trimestre,,,​,​
60,B2,A2,B2,die Tiefe,Tiefen,die Tiefen,the depth,la profondeur,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
60,B2,A2,B2,der Verlauf,Verläufe,die Verläufe,the course,le cours,,,​,​
60,B2,A2,B2,der Aktionär,Aktionäre,die Aktionäre,the shareholder,l'actionnaire,,,​,​
60,B2,A2,B2,die Auffassung,Auffassungen,die Auffassungen,the view,la vue,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
60,B2,A2,B2,der Charakter,Charaktere,die Charaktere,the character,le personnage,,,​,​
60,B2,A2,B2,die Informationstechnologie,Informationstechnologien,die Informationstechnologien,information technology,l'informatique,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
60,B2,A2,B2,die Niederlage,Niederlagen,die Niederlagen,the defeat,la défaite,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
60,B2,A2,B2,die Norm,Normen,die Normen,the norm,la norme,,,​,​
60,B2,A2,B2,die Sitzung,Sitzungen,die Sitzungen,the session,la session,Words finishing in -ung add -en in their plural form,Les noms communs se terminant par -ung prennent la terminaison -en au pluriel,<br><br>Words finishing in -ung add -en in their plural form,<br><br>Les noms communs se terminant par -ung prennent la terminaison -en au pluriel
60,B2,A2,B2,der Vorstand,Vorstände,die Vorstände,the board,le conseil d'administration,,,​,​
60,B2,A2,B2,die Annahme,Annahmen,die Annahmen,the assumption,l'hypothèse,Most words finishing in -e add a -n in their plural form,La plupart des noms communs se terminant par -e prennent un -n au pluriel,<br><br>Most words finishing in -e add a -n in their plural form,<br><br>La plupart des noms communs se terminant par -e prennent un -n au pluriel
