exercise,question,answer,german,english,french,case_english,case_french,gender_english,gender_french,person
34,Die Lösung _____ Problems war so einfach.,keines,Die Lösung keines Problems war so einfach.,The solution to no problem was so simple.,La solution à aucun problème n’était si simple.,Genitive,Génitif,Neuter,Neutre,
34,Wir bedürfen _____ weiteren Kommentars.,keines,Wir bedürfen keines weiteren Kommentars.,We need no further comment.,Nous n’avons pas besoin de plus de commentaires.,Genitive,Génitif,Neuter,Neutre,
34,_____ dieser Themen interessiert mich.,Keines,Keines dieser Themen interessiert mich.,None of these topics interests me.,Aucun de ces sujets ne m'intéresse.,Genitive,Génitif,Neuter,Neutre,
34,Die Bedeutung _____ Wörterbuchs ist zu unterschätzen.,keines,Die Bedeutung keines Wörterbuchs ist zu unterschätzen.,The importance of no dictionary should be underestimated.,L’importance de ne pas avoir de dictionnaire ne doit pas être sous-estimée.,Genitive,Génitif,Neuter,Neutre,
34,Trotz _____ Hilfe hat er es geschafft.,keiner,Trotz keiner Hilfe hat er es geschafft.,"Despite no help, he succeeded.","Malgré aucune aide, il a réussi.",Genitive,Génitif,Feminine,Féminin,
34,Die Farbe _____ Blume war so schön wie diese.,keiner,Die Farbe keiner Blume war so schön wie diese.,The color of no flower was as beautiful as this one.,La couleur d’aucune fleur n’était aussi belle que celle-ci.,Genitive,Génitif,Feminine,Féminin,
34,Ich bin mir _____ Schuld bewusst.,keiner,Ich bin mir keiner Schuld bewusst.,I am not aware of any guilt.,Je n’ai conscience d’aucune culpabilité.,Genitive,Génitif,Feminine,Féminin,
34,Die Entscheidung wurde ohne Zustimmung _____ Kollegin getroffen.,keiner,Die Entscheidung wurde ohne Zustimmung keiner Kollegin getroffen.,The decision was not made without the consent of any colleague.,La décision n’a pas été prise sans le consentement d’un quelconque collègue.,Genitive,Génitif,Feminine,Féminin,
34,Die Lösung entsprach den Erwartungen _____ Partei.,keiner,Die Lösung entsprach den Erwartungen keiner Partei.,The solution did not meet the expectations of any party.,La solution n’a répondu aux attentes d’aucune des parties.,Genitive,Génitif,Feminine,Féminin,
34,Die Stimmen _____ Gäste waren zu hören.,keiner,Die Stimmen keiner Gäste waren zu hören.,No guests' voices were heard.,Aucune voix d'invité n'a été entendue.,Genitive,Génitif,Plural,Pluriel,
34,Trotz _____ Hinweise wurde die Suche fortgesetzt.,keiner,Trotz keiner Hinweise wurde die Suche fortgesetzt.,"Despite no clues, the search continued.","Malgré l'absence d'indices, les recherches ont continué.",Genitive,Génitif,Plural,Pluriel,
34,Die Meinung _____ Experten wurde berücksichtigt.,keiner,Die Meinung keiner Experten wurde berücksichtigt.,No experts' opinions were taken into account.,Aucun avis d’expert n’a été pris en compte.,Genitive,Génitif,Plural,Pluriel,
34,Das Verhalten entsprach den Regeln _____ Organisationen.,keiner,Das Verhalten entsprach den Regeln keiner Organisationen.,The behavior did not conform to the rules of any organization.,Le comportement n’était conforme aux règles d’aucune organisation.,Genitive,Génitif,Plural,Pluriel,
34,Die Ergebnisse _____ Studien waren eindeutig.,keiner,Die Ergebnisse keiner Studien waren eindeutig.,The results of no studies were conclusive.,Les résultats d’aucune étude n’ont été concluants.,Genitive,Génitif,Plural,Pluriel,
34,Die Meinung _____ Lehrers war sehr hilfreich.,des,Die Meinung des Lehrers war sehr hilfreich.,The teacher's opinion was very helpful.,L'avis du professeur a été très utile.,Genitive,Génitif,Masculine,Masculin,
34,Ich erinnere mich an den Namen _____ Autors nicht.,des,Ich erinnere mich an den Namen des Autors nicht.,I don't remember the author's name.,Je ne me souviens pas du nom de l'auteur.,Genitive,Génitif,Masculine,Masculin,
34,Die Tür _____ Hauses war offen.,des,Die Tür des Hauses war offen.,The door of the house was open.,La porte de la maison était ouverte.,Genitive,Génitif,Masculine,Masculin,
34,Die Stimme _____ Mannes klang freundlich.,des,Die Stimme des Mannes klang freundlich.,The man's voice sounded friendly.,La voix de l’homme semblait amicale.,Genitive,Génitif,Masculine,Masculin,
34,Der Hund _____ Nachbarn bellt jede Nacht.,des,Der Hund des Nachbarn bellt jede Nacht.,The neighbor's dog barks every night.,Le chien du voisin aboie toutes les nuits.,Genitive,Génitif,Masculine,Masculin,
34,Die Farbe _____ Autos gefällt mir sehr.,des,Die Farbe des Autos gefällt mir sehr.,I really like the color of the car.,J'aime beaucoup la couleur de la voiture.,Genitive,Génitif,Neuter,Neutre,
34,Die Tür _____ Zimmers ist geschlossen.,des,Die Tür des Zimmers ist geschlossen.,The door of the room is closed.,La porte de la chambre est fermée.,Genitive,Génitif,Neuter,Neutre,
34,Die Bedeutung _____ Wortes ist unklar.,des,Die Bedeutung des Wortes ist unklar.,The meaning of the word is unclear.,Le sens du mot n'est pas clair.,Genitive,Génitif,Neuter,Neutre,
34,Die Qualität _____ Essens war hervorragend.,des,Die Qualität des Essens war hervorragend.,The quality of the food was excellent.,La qualité de la nourriture était excellente.,Genitive,Génitif,Neuter,Neutre,
34,Der Titel _____ Buches klingt interessant.,des,Der Titel des Buches klingt interessant.,The title of the book sounds interesting.,Le titre du livre semble intéressant.,Genitive,Génitif,Neuter,Neutre,
34,Die Farbe _____ Blume ist wunderschön.,der,Die Farbe der Blume ist wunderschön.,The color of the flower is beautiful.,La couleur de la fleur est belle.,Genitive,Génitif,Feminine,Féminin,
34,Das Ende _____ Geschichte war überraschend.,der,Das Ende der Geschichte war überraschend.,The ending of the story was surprising.,La fin de l’histoire était surprenante.,Genitive,Génitif,Feminine,Féminin,
34,Die Meinung _____ Lehrerin zählt viel.,der,Die Meinung der Lehrerin zählt viel.,The teacher's opinion counts a lot.,L'avis du professeur compte beaucoup.,Genitive,Génitif,Feminine,Féminin,
34,Die Tür _____ Wohnung war offen.,der,Die Tür der Wohnung war offen.,The door of the apartment was open.,La porte de l'appartement était ouverte.,Genitive,Génitif,Feminine,Féminin,
34,Der Klang _____ Musik hat mich berührt.,der,Der Klang der Musik hat mich berührt.,The sound of the music touched me.,Le son de la musique m'a touché.,Genitive,Génitif,Feminine,Féminin,
34,Die Bücher _____ Schüler liegen auf dem Tisch.,der,Die Bücher der Schüler liegen auf dem Tisch.,The students' books are on the table.,Les livres des élèves sont sur la table.,Genitive,Génitif,Plural,Pluriel,
34,Die Stimmen _____ Kinder waren laut.,der,Die Stimmen der Kinder waren laut.,The children's voices were loud.,Les voix des enfants étaient fortes.,Genitive,Génitif,Plural,Pluriel,
34,Die Ergebnisse _____ Prüfungen sind gut.,der,Die Ergebnisse der Prüfungen sind gut.,The exam results are good.,Les résultats des examens sont bons.,Genitive,Génitif,Plural,Pluriel,
34,Die Bedürfnisse _____ Menschen ändern sich.,der,Die Bedürfnisse der Menschen ändern sich.,People's needs change.,Les besoins des gens changent.,Genitive,Génitif,Plural,Pluriel,
34,Die Namen _____ Städte kenne ich nicht alle.,der,Die Namen der Städte kenne ich nicht alle.,I don't know all the names of the cities.,Je ne connais pas tous les noms des villes.,Genitive,Génitif,Plural,Pluriel,
34,Die Tasche _____ Mannes lag auf dem Stuhl.,eines,Die Tasche eines Mannes lag auf dem Stuhl.,A man's bag was on the chair.,Le sac d'un homme était sur la chaise.,Genitive,Génitif,Masculine,Masculin,
34,Die Idee _____ Freundes hat mir gefallen.,eines,Die Idee eines Freundes hat mir gefallen.,I liked a friend's idea.,J'ai aimé l'idée d'un ami.,Genitive,Génitif,Masculine,Masculin,
34,Das Verhalten _____ Hundes kann viel sagen.,eines,Das Verhalten eines Hundes kann viel sagen.,A dog's behavior can reveal a lot.,Le comportement d’un chien peut révéler beaucoup de choses.,Genitive,Génitif,Masculine,Masculin,
34,Die Meinung _____ Experten war entscheidend.,eines,Die Meinung eines Experten war entscheidend.,An expert's opinion was crucial.,L’avis d’un expert était crucial.,Genitive,Génitif,Masculine,Masculin,
34,Das Auto _____ Nachbarn wurde gestohlen.,eines,Das Auto eines Nachbarn wurde gestohlen.,A neighbor's car was stolen.,La voiture d'un voisin a été volée.,Genitive,Génitif,Masculine,Masculin,
34,Die Farbe _____ Autos sagt viel über den Besitzer.,eines,Die Farbe eines Autos sagt viel über den Besitzer.,The color of a car says a lot about its owner.,La couleur d’une voiture en dit long sur son propriétaire.,Genitive,Génitif,Neuter,Neutre,
34,Die Lösung _____ Problems braucht Zeit.,eines,Die Lösung eines Problems braucht Zeit.,Solving a problem takes time.,Résoudre un problème prend du temps.,Genitive,Génitif,Neuter,Neutre,
34,Der Titel _____ Buches ist oft sehr wichtig.,eines,Der Titel eines Buches ist oft sehr wichtig.,The title of a book is often very important.,Le titre d’un livre est souvent très important.,Genitive,Génitif,Neuter,Neutre,
34,Die Bedeutung _____ Wortes kann sich ändern.,eines,Die Bedeutung eines Wortes kann sich ändern.,The meaning of a word can change.,Le sens d’un mot peut changer.,Genitive,Génitif,Neuter,Neutre,
34,Die Tür _____ Zimmers war offen.,eines,Die Tür eines Zimmers war offen.,The door to a room was open.,La porte d'une pièce était ouverte.,Genitive,Génitif,Neuter,Neutre,
34,Die Meinung _____ Kollegin war entscheidend.,einer,Die Meinung einer Kollegin war entscheidend.,The opinion of a colleague was crucial.,L’avis d’un collègue était crucial.,Genitive,Génitif,Feminine,Féminin,
34,Das Ende _____ Geschichte kann überraschen.,einer,Das Ende einer Geschichte kann überraschen.,The ending of a story can be surprising.,La fin d’une histoire peut être surprenante.,Genitive,Génitif,Feminine,Féminin,
34,Die Tür _____ Wohnung war beschädigt.,einer,Die Tür einer Wohnung war beschädigt.,The door to an apartment was damaged.,La porte d'un appartement a été endommagée.,Genitive,Génitif,Feminine,Féminin,
34,Die Stimme _____ Frau rief nach Hilfe.,einer,Die Stimme einer Frau rief nach Hilfe.,A woman's voice called for help.,Une voix de femme a appelé à l’aide.,Genitive,Génitif,Feminine,Féminin,
34,Die Farbe _____ Blume verändert sich im Herbst.,einer,Die Farbe einer Blume verändert sich im Herbst.,The color of a flower changes in autumn.,La couleur d'une fleur change en automne.,Genitive,Génitif,Feminine,Féminin,
35,,jedes,jede,each,chaque,Genitive,Génitif,Masculine,Masculin,
35,,jedes,jede,each,chaque,Genitive,Génitif,Neuter,Neutre,
35,,jeder,jede,each,chaque,Genitive,Génitif,Feminine,Féminin,
35,,dieses,diese,this,ce,Genitive,Génitif,Masculine,Masculin,
35,,dieses,diese,this,ce,Genitive,Génitif,Neuter,Neutre,
35,,dieser,diese,this,ce,Genitive,Génitif,Feminine,Féminin,
35,,dieser,diese,these,ces,Genitive,Génitif,Plural,Pluriel,
36,Die Bedeutung _____ Satzes ist wichtig.,jedes,Die Bedeutung jedes Satzes ist wichtig.,The meaning of every sentence is important.,Le sens de chaque phrase est important.,Genitive,Génitif,Masculine,Masculin,
36,Die Stimme _____ Mannes war anders.,jedes,Die Stimme jedes Mannes war anders.,Every man's voice was different.,La voix de chaque homme était différente.,Genitive,Génitif,Masculine,Masculin,
36,Die Aufgabe _____ Schülers ist klar.,jedes,Die Aufgabe jedes Schülers ist klar.,Every student's task was clear.,La tâche de chaque élève était claire.,Genitive,Génitif,Masculine,Masculin,
36,Die Meinung _____ Teilnehmers wurde gehört.,jedes,Die Meinung jedes Teilnehmers wurde gehört.,Every participant's opinion was heard.,L’opinion de chaque participant a été entendue.,Genitive,Génitif,Masculine,Masculin,
36,Die Verantwortung _____ Arbeiters ist groß.,jedes,Die Verantwortung jedes Arbeiters ist groß.,Every worker's responsibility is great.,La responsabilité de chaque travailleur est grande.,Genitive,Génitif,Masculine,Masculin,
36,Die Seiten _____ Buches waren sauber gedruckt.,jedes,Die Seiten jedes Buches waren sauber gedruckt.,The pages of every book were neatly printed.,Les pages de chaque livre étaient soigneusement imprimées.,Genitive,Génitif,Neuter,Neutre,
36,Die Funktion _____ Geräts wird erklärt.,jedes,Die Funktion jedes Geräts wird erklärt.,The function of every device is explained.,La fonction de chaque appareil est expliquée.,Genitive,Génitif,Neuter,Neutre,
36,Die Farbe _____ Hauses war unterschiedlich.,jedes,Die Farbe jedes Hauses war unterschiedlich.,The color of every house was different.,La couleur de chaque maison était différente.,Genitive,Génitif,Neuter,Neutre,
36,Die Lösung _____ Problems ist möglich.,jedes,Die Lösung jedes Problems ist möglich.,The solution to every problem is possible.,La solution à chaque problème est possible.,Genitive,Génitif,Neuter,Neutre,
36,Die Bedeutung _____ Symbols ist tiefgründig.,jedes,Die Bedeutung jedes Symbols ist tiefgründig.,The meaning of every symbol is profound.,La signification de chaque symbole est profonde.,Genitive,Génitif,Neuter,Neutre,
36,Die Meinung _____ Frau wurde respektiert.,jeder,Die Meinung jeder Frau wurde respektiert.,Every woman's opinion was respected.,L’opinion de chaque femme était respectée.,Genitive,Génitif,Feminine,Féminin,
36,Die Verantwortung _____ Mitarbeiterin ist wichtig.,jeder,Die Verantwortung jeder Mitarbeiterin ist wichtig.,Every employee's responsibility is important.,La responsabilité de chaque employé est importante.,Genitive,Génitif,Feminine,Féminin,
36,Die Tür _____ Wohnung ist abgeschlossen.,jeder,Die Tür jeder Wohnung ist abgeschlossen.,Every apartment door is locked.,Chaque porte d'appartement est verrouillée.,Genitive,Génitif,Feminine,Féminin,
36,Die Entscheidung _____ Schülerin zählt.,jeder,Die Entscheidung jeder Schülerin zählt.,Every student's decision counts.,La décision de chaque étudiant compte.,Genitive,Génitif,Feminine,Féminin,
36,Die Rolle _____ Mutter in der Familie ist bedeutend.,jeder,Die Rolle jeder Mutter in der Familie ist bedeutend.,Every mother's role in the family is significant.,Le rôle de chaque mère dans la famille est important.,Genitive,Génitif,Feminine,Féminin,
36,Die Farbe _____ Mantels gefällt mir.,dieses,Die Farbe dieses Mantels gefällt mir.,I like the color of this coat.,J'aime la couleur de ce manteau.,Genitive,Génitif,Masculine,Masculin,
36,Der Name _____ Mannes ist mir entfallen.,dieses,Der Name dieses Mannes ist mir entfallen.,I've forgotten this man's name.,J'ai oublié le nom de cet homme.,Genitive,Génitif,Masculine,Masculin,
36,Die Idee _____ Lehrers war genial.,dieses,Die Idee dieses Lehrers war genial.,This teacher's idea was brilliant.,L’idée de ce professeur était brillante.,Genitive,Génitif,Masculine,Masculin,
36,Der Hund _____ Nachbarn ist sehr laut.,dieses,Der Hund dieses Nachbarn ist sehr laut.,This neighbor's dog is very loud.,Le chien de ce voisin est très bruyant.,Genitive,Génitif,Masculine,Masculin,
36,Die Stimme _____ Sängers ist einzigartig.,dieses,Die Stimme dieses Sängers ist einzigartig.,This singer's voice is unique.,La voix de ce chanteur est unique.,Genitive,Génitif,Masculine,Masculin,
36,Die Seiten _____ Buches sind spannend.,dieses,Die Seiten dieses Buches sind spannend.,The pages of this book are exciting.,Les pages de ce livre sont passionnantes.,Genitive,Génitif,Neuter,Neutre,
36,Der Preis _____ Autos ist ziemlich hoch.,dieses,Der Preis dieses Autos ist ziemlich hoch.,This car's price is quite high.,Le prix de cette voiture est assez élevé.,Genitive,Génitif,Neuter,Neutre,
36,Die Lösung _____ Problems war einfach.,dieses,Die Lösung dieses Problems war einfach.,The solution to this problem was simple.,La solution à ce problème était simple.,Genitive,Génitif,Neuter,Neutre,
36,Die Tür _____ Zimmers war offen.,dieses,Die Tür dieses Zimmers war offen.,This room's door was open.,La porte de cette pièce était ouverte.,Genitive,Génitif,Neuter,Neutre,
36,Die Farbe _____ Hauses gefällt mir sehr.,dieses,Die Farbe dieses Hauses gefällt mir sehr.,I really like the color of this house.,J'aime beaucoup la couleur de cette maison.,Genitive,Génitif,Neuter,Neutre,
36,Die Meinung _____ Frau ist interessant.,dieser,Die Meinung dieser Frau ist interessant.,This woman's opinion is interesting.,L'avis de cette femme est intéressant.,Genitive,Génitif,Feminine,Féminin,
36,Der Eingang _____ Wohnung ist neu gestrichen.,dieser,Der Eingang dieser Wohnung ist neu gestrichen.,The entrance to this apartment is newly painted.,L'entrée de cet appartement est fraîchement peinte.,Genitive,Génitif,Feminine,Féminin,
36,Die Bedeutung _____ Frage ist nicht klar.,dieser,Die Bedeutung dieser Frage ist nicht klar.,The meaning of this question is unclear.,Le sens de cette question n’est pas clair.,Genitive,Génitif,Feminine,Féminin,
