Nr,exercise,original_exercise,question,answer,german,english,french,person,preposition,article,combination,case_english_,case_french_,gender_english,gender_french,explanation_english,explanation_french,case_english,case_french
759,23,16,_____ aktuellen Situation sollten wir vorsichtig sein.,Angesichts der,Angesichts der aktuellen Situation sollten wir vorsichtig sein.,"Given the current situation, we should be cautious.","Compte tenu de la situation actuelle, nous devons être prudents.",der/die/das,angesichts,der,,Genitive,Génitif,Feminine,Féminin,"in view of, considering, in light of = angesichts + Genitive","en vue de, considérant, à la lumière de = angesichts + Génitif",", Genitive",", Génitif"
760,24,16,_____ wirtschaftlichen Lage werden viele Unternehmen vorsichtiger investieren.,Angesichts der,Angesichts der wirtschaftlichen Lage werden viele Unternehmen vorsichtiger investieren.,"Considering the economic situation, many companies are investing more cautiously.","Compte tenu de la situation économique, de nombreuses entreprises investissent avec plus de prudence.",der/die/das,angesichts,der,,Genitive,Génitif,Feminine,Féminin,"in view of, considering, in light of = angesichts + Genitive","en vue de, considérant, à la lumière de = angesichts + Génitif",", Genitive",", Génitif"
761,25,16,_____ Beweise konnte der Richter eine klare Entscheidung treffen.,Angesichts der,Angesichts der Beweise konnte der Richter eine klare Entscheidung treffen.,"In light of the evidence, the judge was able to make a clear decision.","À la lumière des preuves, le juge a pu rendre une décision claire.",der/die/das,angesichts,der,,Genitive,Génitif,Plural,Pluriel,"in view of, considering, in light of = angesichts + Genitive","en vue de, considérant, à la lumière de = angesichts + Génitif",", Genitive",", Génitif"
762,23,16,_____ Klimawandels müssen wir nachhaltiger leben.,Angesichts des,Angesichts des Klimawandels müssen wir nachhaltiger leben.,"In view of climate change, we need to live more sustainably.","Face au changement climatique, nous devons vivre de manière plus durable.",der/die/das,angesichts,des,,Genitive,Génitif,Masculine,Masculin,"in view of, considering, in light of = angesichts + Genitive","en vue de, considérant, à la lumière de = angesichts + Génitif",", Genitive",", Génitif"
763,24,16,_____ Statistik lässt sich der Trend klar erkennen.,Anhand der,Anhand der Statistik lässt sich der Trend klar erkennen.,The trend can be clearly seen based on the statistics.,La tendance est clairement visible à travers les statistiques.,der/die/das,anhand,der,,Genitive,Génitif,Feminine,Féminin,based on = anhand + Genitive,"basé sur, sur la base de, à travers = anhand + Génitif",", Genitive",", Génitif"
764,25,16,_____ Aussagen kann man die Situation besser verstehen.,Anhand seiner,Anhand seiner Aussagen kann man die Situation besser verstehen.,"Based on his statements, one can better understand the situation.","Sur la base de ses déclarations, on peut mieux comprendre la situation.",sein,anhand,seiner,,Genitive,Génitif,Plural,Pluriel,based on = anhand + Genitive,"basé sur, sur la base de, à travers = anhand + Génitif",", Genitive",", Génitif"
765,23,16,Die Qualität wird _____ Kriterien bewertet.,anhand verschiedener,Die Qualität wird anhand verschiedener Kriterien bewertet.,The quality is assessed based on various criteria.,La qualité est évaluée selon différents critères.,verschieden,anhand,verschiedener,,Genitive,Génitif,Plural,Pluriel,based on = anhand + Genitive,"basé sur, sur la base de, à travers = anhand + Génitif",", Genitive",", Génitif"
766,24,16,_____ Beispiele wird das Problem deutlich.,Anhand dieser,Anhand dieser Beispiele wird das Problem deutlich.,This problem becomes clear through these examples.,Ce problème devient clair à travers ces exemples.,diese,anhand,dieser,,Genitive,Génitif,Plural,Pluriel,based on = anhand + Genitive,"basé sur, sur la base de, à travers = anhand + Génitif",", Genitive",", Génitif"
767,25,16,_____ hat niemand die Prüfung bestanden.,Außer ihm,Außer ihm hat niemand die Prüfung bestanden.,"Except for him, no one passed the exam.","À part lui, personne n’a réussi l’examen.",er,außer,ihm,,Dative,Datif,,,"except, besides, apart from = außer + Dative","à l'exception de, sauf, à part = außer + Datif",Dative,Datif
768,23,16,_____ Familie hat er niemandem davon erzählt.,Außer seiner,Außer seiner Familie hat er niemandem davon erzählt.,"Apart from his family, he hasn’t told anyone about it.","À part sa famille, il n’en a parlé à personne.",sein,außer,seiner,,Dative,Datif,Feminine,Féminin,"except, besides, apart from = außer + Dative","à l'exception de, sauf, à part = außer + Datif",", Dative",", Datif"
769,24,16,_____ Hilfe konnten wir das Problem schnell lösen.,Dank seiner,Dank seiner Hilfe konnten wir das Problem schnell lösen.,"Thanks to his help, we were able to solve the problem quickly.","Grâce à son aide, nous avons pu résoudre le problème rapidement.",sein,dank,seiner,,Genitive,Génitif,Feminine,Féminin,thanks to = dank + Genitive (Dative colloquial),grâce à = dank + Génitif (Datif familier),", Genitive",", Génitif"
770,25,16,_____ modernen Medizin leben die Menschen länger.,Dank der,Dank der modernen Medizin leben die Menschen länger.,"Thanks to modern medicine, people live longer.","Grâce à la médecine moderne, les gens vivent plus longtemps.",der/die/das,dank,der,,Genitive,Génitif,Feminine,Féminin,thanks to = dank + Genitive (Dative colloquial),grâce à = dank + Génitif (Datif familier),", Genitive",", Génitif"
771,23,16,"Er hat die Prüfung bestanden, _____ intensiven Lernens.",dank seines,"Er hat die Prüfung bestanden, dank seines intensiven Lernens.",He passed the exam thanks to his intensive studying.,Il a réussi l'examen grâce à ses études intensives.,sein,dank,seines,,Genitive,Génitif,Neuter,Neutre,thanks to = dank + Genitive (Dative colloquial),grâce à = dank + Génitif (Datif familier),", Genitive",", Génitif"
772,24,16,_____ guten Wetters konnten wir die Reise genießen.,Dank des,Dank des guten Wetters konnten wir die Reise genießen.,"Thanks to the good weather, we were able to enjoy the trip.","Grâce au beau temps, nous avons pu profiter du voyage.",der/die/das,dank,des,,Genitive,Génitif,Neuter,Neutre,thanks to = dank + Genitive (Dative colloquial),grâce à = dank + Génitif (Datif familier),", Genitive",", Génitif"
773,25,16,_____ Erwartungen verlief das Projekt reibungslos.,Entgegen den,Entgegen den Erwartungen verlief das Projekt reibungslos.,"Contrary to expectations, the project went smoothly.","Contrairement aux attentes, le projet s’est déroulé sans problème.",der/die/das,entgegen,den,,Dative,Datif,Plural,Pluriel,contrary to = entgegen + Dative,contrairement à = entgegen + Datif,", Dative",", Datif"
774,23,16,_____ Aussage war er zur Tatzeit am Tatort.,Entgegen seiner,Entgegen seiner Aussage war er zur Tatzeit am Tatort.,"Contrary to his statement, he was at the scene of the crime.","Contrairement à ses déclarations, il était présent sur les lieux du crime.",sein,entgegen,seiner,,Dative,Datif,Feminine,Féminin,contrary to = entgegen + Dative,contrairement à = entgegen + Datif,", Dative",", Datif"
775,24,16,_____ Rat ihrer Eltern zog sie ins Ausland.,Entgegen dem,Entgegen dem Rat ihrer Eltern zog sie ins Ausland.,"Against her parents’ advice, she moved abroad.","Contre l’avis de ses parents, elle part à l’étranger.",der/die/das,entgegen,dem,,Dative,Datif,Masculine,Masculin,contrary to = entgegen + Dative,contrairement à = entgegen + Datif,", Dative",", Datif"
776,25,16,_____ Regeln nahm er unerlaubt am Wettbewerb teil.,Entgegen den,Entgegen den Regeln nahm er unerlaubt am Wettbewerb teil.,"He took part in the competition without permission, against the rules.","Il a participé au concours sans autorisation, contre le règlement.",der/die/das,entgegen,den,,Dative,Datif,Plural,Pluriel,contrary to = entgegen + Dative,contrairement à = entgegen + Datif,", Dative",", Datif"
777,23,16,_____ Meinung vieler Experten stieg der Aktienkurs weiter.,Entgegen der,Entgegen der Meinung vieler Experten stieg der Aktienkurs weiter.,"Contrary to the opinion of many experts, the stock price kept rising.","Contrairement à l’avis de nombreux experts, le cours de l’action a continué à augmenter.",der/die/das,entgegen,der,,Dative,Datif,Feminine,Féminin,contrary to = entgegen + Dative,contrairement à = entgegen + Datif,", Dative",", Datif"
778,24,16,_____ starken Regens gab es Überschwemmungen in der Region.,Infolge des,Infolge des starken Regens gab es Überschwemmungen in der Region.,"As a result of the heavy rain, there were floods in the region.","À la suite des fortes pluies, des inondations se sont produites dans la région.",der/die/das,infolge,des,,Genitive,Génitif,Masculine,Masculin,as a result of = infolge + Genitive,"à la suite de, en raison de = infolge + Génitif",", Genitive",", Génitif"
779,25,16,_____ Wirtschaftskrise mussten viele Unternehmen schließen.,Infolge der,Infolge der Wirtschaftskrise mussten viele Unternehmen schließen.,"Due to the economic crisis, many businesses had to close.","En raison de la crise économique, de nombreuses entreprises ont dû fermer.",der/die/das,infolge,der,,Genitive,Génitif,Feminine,Féminin,as a result of = infolge + Genitive,"à la suite de, en raison de = infolge + Génitif",", Genitive",", Génitif"
780,23,16,_____ technischen Fehlers wurde der Flug gestrichen.,Infolge eines,Infolge eines technischen Fehlers wurde der Flug gestrichen.,"Due to a technical error, the flight was canceled.","En raison d'une erreur technique, le vol a été annulé.",ein,infolge,eines,,Genitive,Génitif,Masculine,Masculin,as a result of = infolge + Genitive,"à la suite de, en raison de = infolge + Génitif",", Genitive",", Génitif"
781,24,16,_____ neuen Gesetzesänderung gelten strengere Regeln für Unternehmen.,Infolge der,Infolge der neuen Gesetzesänderung gelten strengere Regeln für Unternehmen.,"As a result of the new law change, stricter regulations apply to companies.","Suite à la nouvelle modification de la loi, des réglementations plus strictes s’appliquent aux entreprises.",der/die/das,infolge,der,,Genitive,Génitif,Feminine,Féminin,as a result of = infolge + Genitive,"à la suite de, en raison de = infolge + Génitif",", Genitive",", Génitif"
782,25,16,_____ schlechten Wetterbedingungen wurde das Event verschoben.,Infolge der,Infolge der schlechten Wetterbedingungen wurde das Event verschoben.,"Due to bad weather conditions, the event was postponed.","En raison des mauvaises conditions météorologiques, l'événement a été reporté.",der/die/das,infolge,der,,Genitive,Génitif,Plural,Pluriel,as a result of = infolge + Genitive,"à la suite de, en raison de = infolge + Génitif",", Genitive",", Génitif"
783,23,16,Das Problem wurde _____ neuen Software gelöst.,mittels einer,Das Problem wurde mittels einer neuen Software gelöst.,The problem was solved by means of new software.,Le problème a été résolu grâce à un nouveau logiciel.,ein,mittels,einer,,Genitive,Génitif,Feminine,Féminin,"by means of, through, using = mittels + Genitive","au moyen de, en utilisant = mittels + Génitif",", Genitive",", Génitif"
784,26,18,Er sieht sie _____ beste Freundin an.,als seine,Er sieht sie als seine beste Freundin an.,He considers her his best friend.,Il la considère comme sa meilleure amie.,sein,als,seine,ansehen als,Accusative,Accusatif,Feminine,Féminin,to regard as = ansehen als + Predicative<br>to introduce an identity → als + Predicative,considérer comme = ansehen als + Prédicatif<br>pour introduire une identité → als + Prédicatif,", Accusative",", Accusatif"
785,27,18,Viele Menschen sehen Künstliche Intelligenz _____ große Chance an.,als eine,Viele Menschen sehen Künstliche Intelligenz als eine große Chance an.,Many people consider artificial intelligence a great opportunity.,De nombreuses personnes considèrent l'intelligence artificielle comme une formidable opportunité.,ein,als,eine,ansehen als,Accusative,Accusatif,Feminine,Féminin,to regard as = ansehen als + Predicative<br>to introduce an identity → als + Predicative,considérer comme = ansehen als + Prédicatif<br>pour introduire une identité → als + Prédicatif,", Accusative",", Accusatif"
786,28,18,Der Erfolg hängt _____ Arbeit ab.,von deiner,Der Erfolg hängt von deiner Arbeit ab.,Success depends on your work.,Le succès dépend de votre travail.,dein,von,deiner,abhängen von,Dative,Datif,Feminine,Féminin,to depend on = abhängen von + Dative<br>to introduce an origin or a starting point → von + Dat.,dépendre de = abhängen von + Datif<br>pour introduire une origine ou un point de départ → von + Dat.,", Dative",", Datif"
787,29,18,"Es hängt _____ Wetter ab, ob wir gehen.",vom,"Es hängt vom Wetter ab, ob wir gehen.",It depends on the weather whether we go.,Nous irons si cela dépend de la météo.,der/die/das,von,dem,abhängen von,Dative,Datif,Neuter,Neutre,to depend on = abhängen von + Dative<br>to introduce an origin or a starting point → von + Dat.,dépendre de = abhängen von + Datif<br>pour introduire une origine ou un point de départ → von + Dat.,", Dative",", Datif"
788,26,18,Alles hängt _____ Entscheidung ab.,von seiner,Alles hängt von seiner Entscheidung ab.,Everything depends on his decision.,Tout dépend de sa décision.,sein,von,seiner,abhängen von,Dative,Datif,Feminine,Féminin,to depend on = abhängen von + Dative<br>to introduce an origin or a starting point → von + Dat.,dépendre de = abhängen von + Datif<br>pour introduire une origine ou un point de départ → von + Dat.,", Dative",", Datif"
