Nr,exercise,question,answer,german,english,french,explanation_english,explanation_french,level,type
908,46,,betreten,betreten,"to enter, to access, to apprehend, to catch","entrer, accéder, appréhender, attraper","betreten, betrat, betreten","betreten, betrat, betreten",C1,irregular
909,46,,aufgewachsen,aufwachsen,"to grow up, to be raised","grandir, être élevé","aufwachsen, wuchs auf, aufgewachsen","aufwachsen, wuchs auf, aufgewachsen",C1,irregular
910,46,,aufgeschrieben,aufschreiben,"to write down, to note down, to record","écrire, noter, enregistrer","aufschreiben, schrieb auf, aufgeschrieben","aufschreiben, schrieb auf, aufgeschrieben",C1,irregular
911,46,,überlassen,überlassen,"to leave to, to entrust, to surrender","laisser à, confier, abandonner","überlassen, überließ, überlassen","überlassen, überließ, überlassen",C1,irregular
912,47,,gerissen,reißen,"to rip, to tear, to break","déchirer, arracher, se casser, rompre","reißen, riss, gerissen","reißen, riss, gerissen",C1,irregular
913,47,,gesoffen,saufen,"to drink (animals), to booze","boire (des animaux), s'enivrer","saufen, soff, gesoffen","saufen, soff, gesoffen",C1,irregular
914,47,,abgelaufen,ablaufen,"to expire, to run out, to discharge","expirer, s'épuiser, se décharger","ablaufen, lief ab, abgelaufen","ablaufen, lief ab, abgelaufen",C1,irregular
915,47,,vertrieben,vertreiben,"to expel, to dislodge, to displace, to put on the market, to sell","expulser, déloger, déplacer","vertreiben, vertrieb, vertrieben","vertreiben, vertrieb, vertrieben",C1,irregular
916,47,,übergeben,übergeben,"to hand over, to vomit (refl.)","remettre, vomir (réfl.)","übergeben, übergab, übergeben","übergeben, übergab, übergeben",C1,irregular
917,47,,vorgeworfen,vorwerfen,"to reproach, to accuse of, to allege","reprocher, accuser de, alléguer","vorwerfen, warf vor, vorgeworfen","vorwerfen, warf vor, vorgeworfen",C1,irregular
918,47,,festgehalten,festhalten,"to hold, to retain something, to record something, to detain","détenir, conserver quelque chose, enregistrer quelque chose, détenir","festhalten, hielt fest, festgehalten","festhalten, hielt fest, festgehalten",C1,irregular
919,47,,eingetreten,eintreten,"to enter, to join, to occur, to step in","entrer, se joindre, se produire","eintreten, trat ein, eingetreten","eintreten, trat ein, eingetreten",C1,irregular
920,47,,verwiesen,verweisen,"to refer, to direct","se référer, diriger","verweisen, verwies, verwiesen","verweisen, verwies, verwiesen",C1,irregular
921,47,,abgezogen,abziehen,"to remove, to deduct, to withdraw","supprimer, déduire, retirer","abziehen, zog ab, abgezogen","abziehen, zog ab, abgezogen",C1,irregular
922,47,,zurückgezogen,zurückziehen,"to withdraw, to pull back, to retreat","se retirer, se replier","zurückziehen, zog zurück, zurückgezogen","zurückziehen, zog zurück, zurückgezogen",C1,irregular
923,47,,erlassen,erlassen,"to enact, to issue, to forgive, to let off, to release from","promulguer, pardonner, renoncer à, libérer de","erlassen, erließ, erlassen","erlassen, erließ, erlassen",C1,irregular
924,47,,angegangen,angehen,"to concern, to tackle (a problem), to turn on (a machine)","s'inquiéter, s'attaquer (à un problème), mettre en marche (une machine)","angehen, ging an, angegangen","angehen, ging an, angegangen",C1,irregular
925,47,,vergangen,vergehen,"to die, to pass, to elapse, to perish","mourir, passer, s'écouler, périr","vergehen, verging, vergangen","vergehen, verging, vergangen",C1,irregular
926,47,,gebissen,beißen,to bite,mordre,"beißen, biss, gebissen","beißen, biss, gebissen",C1,irregular
927,47,,gequollen,quellen,"to soak, to swell, to well, to spring","tremper, gonfler","quellen, quoll, gequollen","quellen, quoll, gequollen",C1,irregular
928,47,,geglitten,gleiten,"to glide, to slide","glisser, glisser","gleiten, glitt, geglitten","gleiten, glitt, geglitten",C1,irregular
929,47,,geblasen,blasen,"to blow, to play, to puff, to breathe on, to emit",souffler,"blasen, blies, geblasen","blasen, blies, geblasen",C1,irregular
930,47,,gerungen,ringen,"to struggle, to wrestle, to agonise",lutter,"ringen, rang, gerungen","ringen, rang, gerungen",C1,irregular
931,47,,geboren,gebären,to give birth to,donner naissance à,"gebären, gebar, geboren","gebären, gebar, geboren",C1,irregular
932,48,,überschritten,überschreiten,"to exceed, to overstep, to surpass","dépasser, outrepasser, surpasser","überschreiten, überschritt, überschritten","überschreiten, überschritt, überschritten",C1,irregular
933,48,,abgerufen,abrufen,"to retrieve, to access, to call away","récupérer, accéder, appeler","abrufen, rief ab, abgerufen","abrufen, rief ab, abgerufen",C1,irregular
934,48,,eingeschlossen,einschließen,"to include, to enclose, to lock up, to surround","inclure, enfermer, entourer","einschließen, schloss ein, eingeschlossen","einschließen, schloss ein, eingeschlossen",C1,irregular
935,48,,hervorgehoben,hervorheben,"to emphasize, to highlight, to stress","souligner, mettre en valeur, insister","hervorheben, hob hervor, hervorgehoben","hervorheben, hob hervor, hervorgehoben",C1,irregular
936,48,,entzogen,entziehen,"to withdraw, to remove, to deprive","retirer, enlever, priver","entziehen, entzog, entzogen","entziehen, entzog, entzogen",C1,irregular
937,48,,wahrgenommen,wahrnehmen,"to perceive, to notice, to observe, to sense","percevoir, remarquer, observer, pressentir","wahrnehmen, nahm wahr, wahrgenommen","wahrnehmen, nahm wahr, wahrgenommen",C1,irregular
938,48,,benannt,benennen,"to name, to designate, to appoint","nommer, désigner","benennen, benannte, benannt","benennen, benannte, benannt",C1,irregular
939,48,,umgebracht,umbringen,"to kill, to murder, to be very angry at someone","tuer, assassiner, être très en colère contre quelqu'un","umbringen, brachte um, umgebracht","umbringen, brachte um, umgebracht",C1,irregular
940,48,,geschlichen,schleichen,"to sneak, to creep","se faufiler, ramper","schleichen, schlich, geschlichen","schleichen, schlich, geschlichen",C1,irregular
941,48,,verfahren,verfahren,"to proceed, to act, to deal",procéder,"verfahren, verfuhr, verfahren","verfahren, verfuhr, verfahren",C1,irregular
942,48,,ausgekommen,auskommen,"to get along, to get on, to manage",s'entendre,"auskommen, kam aus, ausgekommen","auskommen, kam aus, ausgekommen",C1,irregular
943,48,,aufgeladen,aufladen,"to charge, to load, to burden, to impose","charger, accabler, imposer","aufladen, lud auf, aufgeladen","aufladen, lud auf, aufgeladen",C1,irregular
944,48,,übertrieben,übertreiben,"to exaggerate, to overdo","exagérer, exagérer","übertreiben, übertrieb, übertrieben","übertreiben, übertrieb, übertrieben",C1,irregular
945,48,,abgebogen,abbiegen,"to turn, to turn off, to bend","tourner, éteindre, plier","abbiegen, bog ab, abgebogen","abbiegen, bog ab, abgebogen",C1,irregular
946,48,,ausgeliehen,ausleihen,"to borrow, to lend, to lend out","emprunter, prêter","ausleihen, lieh aus, ausgeliehen","ausleihen, lieh aus, ausgeliehen",C1,irregular
947,48,,aufgekommen,aufkommen,"to arise, to come down, to emerge, to land","se lever, descendre, émerger, atterrir","aufkommen, kam auf, aufgekommen","aufkommen, kam auf, aufgekommen",C1,irregular
948,48,,verschlafen,verschlafen,"to oversleep, to sleep in","dormir trop longtemps, faire la grasse matinée","verschlafen, verschlief, verschlafen","verschlafen, verschlief, verschlafen",C1,irregular
949,48,,abgelesen,ablesen,"to read off, to read out, to deduce","lire à haute voix, déduire","ablesen, las ab, abgelesen","ablesen, las ab, abgelesen",C1,irregular
950,48,,losgefahren,losfahren,"to set off, to drive off, to leave","partir, démarrer, prendre la route","losfahren, fuhr los, losgefahren","losfahren, fuhr los, losgefahren",C1,irregular
951,48,,angehalten,anhalten,"to stop (cease moving), to continue, to compel","arrêter (cesser de bouger), continuer, contraindre","anhalten, hielt an, angehalten","anhalten, hielt an, angehalten",C1,irregular
952,49,,umgeben,umgeben,"to surround, to enclose, to encompass","entourer, enfermer, englober","umgeben, umgab, umgeben","umgeben, umgab, umgeben",C1,irregular
953,49,,gedrungen,dringen,"to insist, the seep, to penetrate","insister, s'infiltrer, pénétrer","dringen, drang, gedrungen","dringen, drang, gedrungen",C1,irregular
954,49,,aufgestiegen,aufsteigen,"to rise, to ascend, to advance, to climb","s'élever, monter, avancer, grimper","aufsteigen, stieg auf, aufgestiegen","aufsteigen, stieg auf, aufgestiegen",C1,irregular
955,49,,zugesehen,zusehen,"to watch, to see, to make sure (that something happens)","regarder, voir, s'assurer (que quelque chose se passe)","zusehen, sah zu, zugesehen","zusehen, sah zu, zugesehen",C1,irregular
956,49,,vorgesehen,vorsehen,"to plan, to provide for","planifier, prévoir","vorsehen, sah vor, vorgesehen","vorsehen, sah vor, vorgesehen",C1,irregular
957,49,,angefallen,anfallen,"to accrue, to accumulate, to arise, to incur","s'accumuler, survenir, encourir","anfallen, fiel an, angefallen","anfallen, fiel an, angefallen",C1,irregular
958,49,,entkommen,entkommen,to escape,s'échapper,"entkommen, entkam, entkommen","entkommen, entkam, entkommen",C1,irregular
959,49,,vorgegeben,vorgeben,"to claim, to pretend, to set (a pace)","revendiquer, prétendre, donner (un rythme)","vorgeben, gab vor, vorgegeben","vorgeben, gab vor, vorgegeben",C1,irregular
960,49,,ertragen,ertragen,"to bear, to stand","supporter, se tenir debout","ertragen, ertrug, ertragen","ertragen, ertrug, ertragen",C1,irregular
961,49,,aufgebrochen,aufbrechen,"to leave, to set off, to start, to break, to burst","partir, se mettre en route, démarrer, rompre, éclater","aufbrechen, brach auf, aufgebrochen","aufbrechen, brach auf, aufgebrochen",C1,irregular
962,49,,abgewichen,abweichen,"to depart (from), to soak off","partir (de), s'imprégner","abweichen, wich ab, abgewichen","abweichen, wich ab, abgewichen",C1,irregular
963,49,,erwiesen,erweisen,"to prove (passively), to turn out to be, to show","prouver (passivement), s'avérer être, montrer","erweisen, erwies, erwiesen","erweisen, erwies, erwiesen",C1,irregular
964,49,,geschwunden,schwinden,"to diminish, to fade, to shrink","disparaître, diminuer, s'évanouir","schwinden, schwand, geschwunden","schwinden, schwand, geschwunden",C1,irregular
965,49,,zugegriffen,zugreifen,"to access, to grab, to help oneself",accéder,"zugreifen, griff zu, zugegriffen","zugreifen, griff zu, zugegriffen",C1,irregular
966,49,,gesponnen,spinnen,"to spin, to act strangely, to act up","tisser, filer","spinnen, spann, gesponnen","spinnen, spann, gesponnen",C1,irregular
967,49,,zugegangen,zugehen,"to approach, to close, to happen","s'approcher, se fermer, se produire","zugehen, ging zu, zugegangen","zugehen, ging zu, zugegangen",C1,irregular
968,49,,festgenommen,festnehmen,"to arrest, to apprehend, to detain, to seize","arrêter, appréhender, détenir, saisir","festnehmen, nahm fest, festgenommen","festnehmen, nahm fest, festgenommen",C1,irregular
969,49,,angetreten,antreten,"to begin, to compete","commencer, concourir","antreten, trat an, angetreten","antreten, trat an, angetreten",C1,irregular
970,49,,eingeschlagen,einschlagen,"to strike, to hit, to drive in, to engrave, to heel in","frapper, toucher, enfoncer, graver","einschlagen, schlug ein, eingeschlagen","einschlagen, schlug ein, eingeschlagen",C1,irregular
971,49,,sich entschlossen,sich entschließen,to decide (to do something) (refl.),décider (de faire quelque chose) (réfl.),"sich entschließen, entschloss sich, sich entschlossen","sich entschließen, entschloss sich, sich entschlossen",C1,irregular
972,50,,ausgeglichen,ausgleichen,"to balance, to offset, to compensate, to equalize","équilibrer, compenser, égaliser","ausgleichen, glich aus, ausgeglichen","ausgleichen, glich aus, ausgeglichen",C1,irregular
973,50,,eingebracht,einbringen,"to bring in, to contribute, to introduce, to harvest","apporter, contribuer, introduire, récolter","einbringen, brachte ein, eingebracht","einbringen, brachte ein, eingebracht",C1,irregular
974,50,,vorgeschrieben,vorschreiben,"to dictate, to prescribe, to instruct, to stipulate","dicter, prescrire, instruire, stipuler","vorschreiben, schrieb vor, vorgeschrieben","vorschreiben, schrieb vor, vorgeschrieben",C1,irregular
975,50,,geschwungen,schwingen,"to swing, to oscillate","se balancer, osciller","schwingen, schwang, geschwungen","schwingen, schwang, geschwungen",C1,irregular
976,50,,vertragen,vertragen,"to tolerate, to get along, to bear","tolérer, s'entendre, supporter","vertragen, vertrug, vertragen","vertragen, vertrug, vertragen",C1,irregular
977,50,,eingebrochen,einbrechen,"to break in, to collapse, to break down","s'introduire par effraction, s'effondrer, tomber en panne","einbrechen, brach ein, eingebrochen","einbrechen, brach ein, eingebrochen",C1,irregular
978,50,,hingefahren,hinfahren,"to drive there, to go, to travel","aller en voiture, y aller, voyager","hinfahren, fuhr hin, hingefahren","hinfahren, fuhr hin, hingefahren",C1,irregular
979,50,,ausgetragen,austragen,"to deliver, to distribute, to carry out","livrer, distribuer, exécuter","austragen, trug aus, ausgetragen","austragen, trug aus, ausgetragen",C1,irregular
980,50,,vorgetragen,vortragen,"to perform, to recite, to present, to carry over","interpréter, réciter, présenter, transmettre","vortragen, trug vor, vorgetragen","vortragen, trug vor, vorgetragen",C1,irregular
981,50,,wiedergesehen,wiedersehen,"to see again, to meet again","revoir, se revoir","wiedersehen, sah wieder, wiedergesehen","wiedersehen, sah wieder, wiedergesehen",C1,irregular
982,50,,ausgewiesen,ausweisen,"to expel, to identify, to deport","expulser, identifier, déporter","ausweisen, wies aus, ausgewiesen","ausweisen, wies aus, ausgewiesen",C1,irregular
983,50,,losgelassen,loslassen,"to release, to let go, to let loose, to disengage","libérer, lâcher prise, se délier, se désengager","loslassen, ließ los, losgelassen","loslassen, ließ los, losgelassen",C1,irregular
984,50,,weggenommen,wegnehmen,"to take away, to remove, to abstract, to cancel","enlever, supprimer, abstraire, annuler","wegnehmen, nahm weg, weggenommen","wegnehmen, nahm weg, weggenommen",C1,irregular
985,50,,mitgefahren,mitfahren,"to go with, to ride along","accompagner, faire un tour avec","mitfahren, fuhr mit, mitgefahren","mitfahren, fuhr mit, mitgefahren",C1,irregular
986,50,,zurückgefahren,zurückfahren,"to back, to drive back, to flinch","reculer, faire marche arrière, tressaillir","zurückfahren, fuhr zurück, zurückgefahren","zurückfahren, fuhr zurück, zurückgefahren",C1,irregular
987,50,,genesen,genesen,"to recover, to convalesce, to get well",se rétablir,"genesen, genas, genesen","genesen, genas, genesen",C1,irregular
988,50,,gepfiffen,pfeifen,"to whistle, to ignore, to referee, to arbitrate","siffler, siffloter","pfeifen, pfiff, gepfiffen","pfeifen, pfiff, gepfiffen",C1,irregular
989,50,,erwogen,erwägen,"to consider, to contemplate, to ponder","envisager, considérer","erwägen, erwog, erwogen","erwägen, erwog, erwogen",C1,irregular
990,50,,begangen,begehen,"to commit, perpetrate (a crime, an offence)","commettre, perpétrer (un crime, un délit)","begehen, beging, begangen","begehen, beging, begangen",C1,irregular
991,50,,abgeschnitten,abschneiden,"to cut off, to amputate, to block","couper, amputer, bloquer","abschneiden, schnitt ab, abgeschnitten","abschneiden, schnitt ab, abgeschnitten",C1,irregular
992,51,,zurückgehalten,zurückhalten,"to restrain, to hold back, to withhold","restreindre, retenir","zurückhalten, hielt zurück, zurückgehalten","zurückhalten, hielt zurück, zurückgehalten",C1,irregular
993,51,,aufgebracht,aufbringen,"to capture, to raise, to antagonise",appliquer,"aufbringen, brachte auf, aufgebracht","aufbringen, brachte auf, aufgebracht",C1,irregular
