exercise,level_verb,Nr_verb,answer,question,german,english,french,type,prefix,level_root,root_german,root_english,root_french,explanation_prefix_english,explanation_prefix_french,explanation_english_beta,explanation_french_beta
1000,C1,658,verurteilen,,,"to condemn, to sentence","condamner, prononcer une sentence",5. new,ver,C2,urteilen,,,,,,
1000,C1,674,betrachten,,,"to view, to observe","voir, observer",5. new,be,D1,trachten,,,,,,
1000,C1,680,verpflichten,,,"to oblige, to commit, to bind","obliger, engager, lier",5. new,ver,D1,pflichten,,,,,,
1000,C1,691,bewahren,,,"to keep, to preserve (to maintain the condition of)","garder, préserver (maintenir l'état de)",5. new,be,C2,wahren,"to protect, to safeguard, to maintain, to preserve","protéger, sauvegarder, maintenir, préserver",,,,
1000,C1,707,überwinden,,,"to overcome, to conquer, to surmount",surmonter,5. new,über,C2,winden,,,,,,
1000,C1,732,befreien,,,to free (make free),libérer (rendre libre),5. new,be,C2,freien,"court, marry, take as spouse",,,,,
1000,C1,736,verbreiten,,,"to spread, to disseminate, to distribute","diffuser, propager, distribuer",5. new,ver,C2,breiten,,,,,,
1000,C1,758,verweigern,,,"to refuse, to deny, to decline, to reject",refuser,5. new,ver,C2,weigern,"to refuse, to decline",refuser,,,,
1000,C1,768,betrügen,,,"to cheat, to swindle, to defraud","tricher, escroquer, frauder",5. new,be,C2,trügen,"to deceive, to be deceptive, to mislead","porter, supporter, renforcer",,,,
1000,C1,829,belasten,,,"to burden, to charge, to strain","charger, accabler, mettre à rude épreuve",5. new,be,C2,lasten,,,,,,
1000,C1,834,überqueren,,,to cross,traverser,5. new,über,D1,queren,,,,,,
1000,C1,892,verwandeln,,,"to transform, to convert, to turn into, to metamorphose","transformer, convertir, se métamorphoser",5. new,ver,C2,wandeln,,,,,,
1000,C1,895,einschränken,,,"to limit, to restrict, to stint, to circumscribe","limiter, restreindre, circonscrire",5. new,ein,C2,schränken,,,,,,
1000,C1,903,erläutern,,,"to explain, to clarify","expliquer, clarifier",5. new,er,D1,läutern,"to purify, to clarify, to cleanse, to purge","purifier, nettoyer, purger",,,,
1000,C1,958,rechtfertigen,,,"to justify, to warrant, to back up, to exculpate","justifier, garantir, appuyer, disculper",5. new,recht,C2,fertigen,,,,,,
1000,C1,958,rechtfertigen,,,"to justify, to warrant, to back up, to exculpate","justifier, garantir, appuyer, disculper",5. new,recht,C2,fertigen,,,,,,
1000,C1,971,anregen,,,"to encourage, to stimulate, to excite, to inspire","encourager, stimuler, exciter, inspirer",5. new,an,D1,regen,,,,,,
1000,C1,974,erregen,,,"to arouse, to stimulate, to agitate","éveiller, stimuler, agiter",5. new,er,D1,regen,,,,,,
1000,C1,979,befestigen,,,"to attach, to fasten, to secure",fixer,5. new,be,C2,festigen,"to stabilize, to strengthen, to consolidate, to secure","stabiliser, renforcer, consolider",,,,
1000,C1,987,verweilen,,,"to linger, to stay, to tarry, to abide","rester, s'attarder, séjourner, demeurer",5. new,ver,C2,weilen,"to linger, to reside, to stay, to tarry","séjourner, demeurer, résider, s'attarder",,,,
1000,C1,1064,erwägen,,,"to consider, to contemplate, to ponder","envisager, considérer",5. new,er,,wägen,,,,,,
1000,C1,1064,erwägen,,,"to consider, to contemplate, to ponder","envisager, considérer",5. new,er,,wägen,,,,,,
1000,C1,1079,erschöpfen,,,"to exhaust, to deplete, to drain",épuiser,5. new,er,C2,schöpfen,"to draw, to scoop, to create, to ladle",puiser,,,,
1000,C1,1179,verkünden,,,"to announce, to proclaim, to declare","annoncer, proclamer, déclarer",5. new,ver,D1,künden,,,,,,
1000,C1,1191,übermitteln,,,"to communicate, to deliver, to transmit","transmettre, communiquer",5. new,über,D1,mitteln,,,,,,
1000,C1,1196,ersticken,,,"to suffocate, to choke, to asphyxiate","étouffer, suffoquer",5. new,er,D1,sticken,"to embroider, to stitch","broder, coudre",,,,
1003,B2,617,ankreuzen,,,"to check, to cross, to mark","vérifier, croiser, marquer",6. C2+,an,C2,kreuzen,,,,,,
1003,B2,639,beschweren,,,"to complain, to weigh down","se plaindre, alourdir",6. C2+,be,,schweren,,,,,,
1000,C1,781,erwischen,,,"to catch, to seize, to nab, to surprise, to capture","attraper, saisir, capturer, surprendre, prendre",6. C2+,er,C2,wischen,,,,,,
1000,C1,925,gefährden,,,to endanger,mettre en danger,6. C2+,ge,,fährden,,,,,,
1000,C1,929,belohnen,,,"to reward, to award, to compensate","récompenser, attribuer, indemniser",6. C2+,be,,lohnen,,,,,,
1000,C1,931,erstatten,,,"to reimburse, to refund, to report","rembourser, déduire, signaler",6. C2+,er,,statten,,,,,,
1000,C1,934,betätigen,,,"to operate, to activate, to engage","actionner, activer, engager",6. C2+,be,C2,tätigen,,,,,,
1000,C1,941,verkleiden,,,"to to dress up, to to disguise oneself (refl.)",se déguiser,6. C2+,ver,C2,kleiden,,,,,,
1000,C1,998,anstrengen,,,"to exert, to strain, to make an effort, to apply","exercer, se démener, faire un effort, appliquer",6. C2+,an,D1,strengen,,,,,,
1000,C1,1007,genehmigen,,,"to allow, to permit, to authorize, to approve","permettre, autoriser, approuver",6. C2+,ne,,nehmigen,,,,,,
1000,C1,1019,verschwenden,,,"to squander, to waste",gaspiller,6. C2+,ver,,schwenden,,,,,,
1000,C1,1038,bellen,,,to bark,aboyer,6. C2+,be,,llen,,,,,,
1000,C1,1047,verschmutzen,,,to pollute,"polluer, salir",6. C2+,ver,,schmutzen,,,,,,
1000,C1,1110,verdeutlichen,,,"to clarify, to elucidate, to explain, to illustrate","clarifier, élucider, expliquer, illustrer",6. C2+,ver,,deutlichen,,,,,,
1000,C1,1111,vereinen,,,"to unite, to combine, to join","unir, combiner, joindre",6. C2+,ver,C2,einen,"unite, agree, bring together",,,,,
1000,C1,1120,beseitigen,,,"to remove, to eliminate, to dispose","enlever, éliminer, se débarrasser",6. C2+,be,,seitigen,,,,,,
1000,C1,1128,vergnügen,,,"to please, to amuse, to amuse oneself","plaire, amuser, se divertir",6. C2+,ver,,gnügen,,,,,,
1000,C1,1154,bereuen,,,"to regret something, to rue something","regretter quelque chose, se lamenter sur quelque chose",6. C2+,be,,reuen,,,,,,
1000,C1,1159,ernten,,,"to harvest, to reap, to crop, to gather","récolter, moissonner, cueillir",6. C2+,er,,nten,,,,,,
1000,C1,1202,erlangen,,,"to attain, to achieve, to acquire, to obtain","atteindre, réaliser, acquérir, obtenir",6. C2+,er,C2,langen,,,,,,
1000,C1,1204,erörtern,,,"to debate, to discuss, to argue, to dispute","débattre, discuter, argumenter, se disputer",6. C2+,er,,örtern,,,,,,
1000,C1,1218,ausstatten,,,"to equip, to outfit",équiper,6. C2+,aus,,statten,,,,,,
1000,C1,1221,vorbeugen,,,"to bend forward, to forestall, to lean forward","se pencher en avant, prévenir",6. C2+,vor,C2,beugen,"to bend, to bow","se courber, s'incliner",to add the meaning of <i>forward</i> → vor,,,
1000,C1,1234,veranschaulichen,,,"to illustrate, to clarify, to exemplify","illustrer, clarifier, donner un exemple",6. C2+,veran,,schaulichen,,,,,,
1000,C1,1243,verschärfen,,,"to intensify, to sharpen, to tighten","intensifier, aiguiser, resserrer",6. C2+,ver,C2,schärfen,,,,,,
1000,C1,1254,erwidern,,,"to reply, to respond, to reciprocate","répondre, rendre la pareille",6. C2+,er,,widern,,,,,,
1000,C1,1256,verschönern,,,"to beautify, to embellish, to decorate","embellir, orner, décorer",6. C2+,ver,,schönern,,,,,,
1000,C1,1264,ausblenden,,,"to fade out, to dismiss, to tune out","s'estomper, se désintéresser, se déconnecter",6. C2+,aus,C2,blenden,,,,,,
1000,C1,1266,befürworten,,,"to support, to advocate, to back","soutenir, défendre, appuyer",6. C2+,be,,fürworten,,,,,,
1000,C1,1267,erben,,,"to inherit, to come into, to receive","hériter, entrer dans, recevoir",6. C2+,er,,ben,,,,,,
1000,C1,1271,verwöhnen,,,"to pamper, to spoil, to coddle","choyer, gâter, dorloter",6. C2+,ver,,wöhnen,,,,,,
1000,C1,1275,anspannen,,,"to strain, to harness, to brace","tendre, harnacher, consolider",6. C2+,an,C2,spannen,,,,,,
1000,C1,1280,herunterfahren,,,"to descend, to drive down","descendre, rouler vers le bas",6. C2+,her,,unterfahren,,,,,,
1003,C2,1285,überfallen,,,"to attack, to raid (a bank), to invade (a country)","attaquer, piller (une banque), envahir (un pays)",6. C2+,,C2,überfallen,"to attack, to raid (a bank), to invade (a country)","attaquer, piller (une banque), envahir (un pays)",,,,
1003,C2,1286,abkommen,,,"to diverge, to deviate, to stray, to depart","s'éloigner, s'écarter, maigrir",6. C2+,ab,A1,kommen,"to come, to make it (e.g. over something), to go to, to occur","venir, aller à, se produire","to add the meaning of <i>off</i>, <i>away</i> → ab",,,
1003,C2,1290,übergehen,,,"spill over, change, cross over, descend",,6. C2+,,C2,übergehen,"spill over, change, cross over, descend",,,,,
1003,C2,1291,absprechen,,,,,6. C2+,,C2,absprechen,,,,,,
1003,C2,1292,sich begeben,,,"to proceed to, to repair to, to endorse, to happen","procéder, réparer, approuver, se produire",6. C2+,be,A1,geben,to give,donner,,,,
1003,C2,1295,einbeziehen,,,"to include, to involve, to integrate","inclure, impliquer, intégrer",6. C2+,ein,C1,beziehen,"to refer, to relate, to obtain, to cover, to move into","se référer, obtenir",,,,
1003,C2,1296,unterzeichnen,,,to sign (formal),signer (formel),6. C2+,unter,A2,zeichnen,"to draw, to sketch","dessiner, esquisser",,,,
1003,C2,1297,unterziehen,,,,,6. C2+,,C2,unterziehen,,,,,,
1003,C2,1298,verunsichern,,,,,6. C2+,,C2,verunsichern,,,,,,
1003,C2,1299,unterbringen,,,,,6. C2+,,C2,unterbringen,,,,,,
1003,C2,1300,vorankommen,,,,,6. C2+,,C2,vorankommen,,,,,,
1003,C2,1301,veranlassen,,,,,6. C2+,,C2,veranlassen,,,,,,
1003,C2,1302,eingestehen,,,,,6. C2+,,C2,eingestehen,,,,,,
1003,C2,1303,durchhalten,,,,,6. C2+,,C2,durchhalten,,,,,,
1003,C2,1307,ausgestalten,,,"to design, to shape, to arrange","aménager, arranger, décorer",6. C2+,aus,B2,gestalten,"to shape, to design, to organize","façonner, concevoir, organiser",,,,
1003,C2,1309,herschieben,,,to push along,rapprocher,6. C2+,her,B2,schieben,"to push, to shove, to wheel","pousser, bousculer, faire tourner",,,,
1003,C2,1311,verscheiden,,,"to decease, to die, to pass away",,6. C2+,ver,B2,scheiden,"to separate, to divorce, to part","se séparer, divorcer",,,,
1003,C2,1315,zerfahren,,,to run over,,6. C2+,zer,A1,fahren,"to go (by vehicle), to leave, to drive","aller (en véhicule), partir, conduire",,,,
1003,C2,1316,ablösen,,,"to remove, to detach, to replace","enlever, détacher, remplacer",6. C2+,ab,B1,lösen,"to loosen, to solve, to separate, to remove","desserrer, résoudre, séparer, enlever",,,,
1003,C2,1317,aufklären,,,"to clarify, to explain, to enlighten, to clear up","clarifier, expliquer, éclairer",6. C2+,auf,B2,klären,"to clarify, to resolve, to clear up","clarifier, résoudre, éclaircir",to add the meaning of <i>up</i> → auf,,,
1003,C2,1318,anstoßen,,,"to nudge, to toast, to initiate, to jolt","donner un coup de pouce, trinquer, initier, secouer",6. C2+,,C2,anstoßen,"to nudge, to toast, to initiate, to jolt","donner un coup de pouce, trinquer, initier, secouer",,,,
1003,C2,1320,aussetzen,,,"to pause, to suspend something, to abandon someone, to expose oneself to something (refl.)","faire une pause, suspendre quelque chose, abandonner quelqu'un, s'exposer à quelque chose (réfl.)",6. C2+,aus,A2,setzen,"to set, to sit down (refl.)",s'asseoir (réfl.),,,,
1003,C2,1321,hinausgehen,,,"to go out, to exceed, to exit, to leave","sortir, aller dehors, dépasser",6. C2+,,C2,hinausgehen,"to go out, to exceed, to exit, to leave","sortir, aller dehors, dépasser",,,,
1003,C2,1322,abhalten,,,"prevent, hold, keep away, deter",,6. C2+,,C2,abhalten,"prevent, hold, keep away, deter",,,,,
1003,C2,1323,abwarten,,,"wait, await, wait and see, tarry, temporise",,6. C2+,,C2,abwarten,"wait, await, wait and see, tarry, temporise",,,,,
1003,C2,1324,ansetzen,,,"begin, attach, establish, set",,6. C2+,,C2,ansetzen,"begin, attach, establish, set",,,,,
1003,C2,1325,bemessen,,,"assess, measure, measure according to",,6. C2+,,C2,bemessen,"assess, measure, measure according to",,,,,
1003,C2,1326,eindringen,,,"intrude, invade, break in, penetrate",,6. C2+,,C2,eindringen,"intrude, invade, break in, penetrate",,,,,
1003,C2,1327,eingreifen,,,"interfere, intervene, act on, act upon",,6. C2+,,C2,eingreifen,"interfere, intervene, act on, act upon",,,,,
1003,C2,1331,unterbreiten,,,"submit, bring forward, offer",,6. C2+,,C2,unterbreiten,"submit, bring forward, offer",,,,,
1003,C2,1332,überarbeiten,,,"overwork, rework, edit, re-engineer",,6. C2+,,C2,überarbeiten,"overwork, rework, edit, re-engineer",,,,,
1003,C2,1333,überschreiben,,,"override, overwrite, title, convey",,6. C2+,,C2,überschreiben,"override, overwrite, title, convey",,,,,
1003,C2,1339,vergewaltigen,,,"rape, violate, assault",,6. C2+,,C2,vergewaltigen,"rape, violate, assault",,,,,
1003,C2,1342,zurücknehmen,,,"withdraw, take back, retract",,6. C2+,zurück,,knehmen,,,,,,
1003,C2,1345,mitschreiben,,,,,6. C2+,mit,A1,schreiben,to write,écrire,,,,
1003,C2,1348,anheben,,,,,6. C2+,,C2,anheben,,,,,,
1003,C2,1349,gedenken,,,"to commemorate, to remember","commémorer, se souvenir",6. C2+,,C2,gedenken,"to commemorate, to remember","commémorer, se souvenir",,,,
1003,C2,1350,beugen,,,"to bend, to bow","se courber, s'incliner",6. C2+,be,,ugen,,,,,,
1003,C2,1352,umbauen,,,"to rebuild, to reconstruct, to remodel","reconstruire, remodeler",6. C2+,um,A2,bauen,to build,construire,,,,
1003,C2,1353,weiterführen,,,"to continue, to carry on, to carry forward","continuer, poursuivre, aller de l'avant",6. C2+,weiter,A2,führen,"to lead, to guide","guider, conduire",,,,
1003,C2,1354,zurückblicken,,,"to look back, to hark back, to harken back","se souvenir, se remémorer",6. C2+,zurück,B2,blicken,"to look, to glance, to gaze","regarder, jeter un coup d'œil, contempler",,,,
1003,C2,1355,zustehen,,,"to be entitled to, to to be due","avoir droit à, être dû",6. C2+,,C2,zustehen,"to be entitled to, to to be due","avoir droit à, être dû",,,,
1003,C2,1360,beschuldigen,,,,,6. C2+,,C2,beschuldigen,,,,,,
1003,C2,1363,mitwirken,,,,,6. C2+,,C2,mitwirken,,,,,,
1003,C2,1365,verständigen,,,,,6. C2+,,C2,verständigen,,,,,,
1003,C2,1367,vorziehen,,,,,6. C2+,,C2,vorziehen,,,,,,
1003,C2,1368,abspielen,,,,,6. C2+,,C2,abspielen,,,,,,
1003,C2,1369,angehören,,,,,6. C2+,,C2,angehören,,,,,,
1003,C2,1370,anordnen,,,,,6. C2+,,C2,anordnen,,,,,,
1003,C2,1377,vermehren,,,,,6. C2+,,C2,vermehren,,,,,,
1003,C2,1383,weiterfahren,,,,,6. C2+,weiter,A1,fahren,"to go (by vehicle), to leave, to drive","aller (en véhicule), partir, conduire",,,,
1003,C2,1384,weiterbilden,,,,,6. C2+,weiter,B1,bilden,"to form, to constitute, to educate","former, constituer, éduquer",,,,
1003,C2,1385,überfahren,,,,,6. C2+,über,A1,fahren,"to go (by vehicle), to leave, to drive","aller (en véhicule), partir, conduire",,,,
1003,C2,1387,erraten,,,,,6. C2+,er,B1,raten,"to advise, to recommend, to guess","conseiller, recommander, deviner",,,,
1003,C2,1392,zurechtkommen,,,,,6. C2+,zurecht,A1,kommen,"to come, to make it (e.g. over something), to go to, to occur","venir, aller à, se produire",,,,
1003,C2,1394,abschicken,,,,,6. C2+,ab,A1,schicken,to send,envoyer,,,,
1003,C2,1395,wegfahren,,,,,6. C2+,weg,A1,fahren,"to go (by vehicle), to leave, to drive","aller (en véhicule), partir, conduire",,,,
