exercise,question,answer,german,english,french,transitivity_english,transitivity_french
77,,,synchronisieren,"to synchronize, to dub, to sync","synchroniser, doubler",Sometimes Reflexive,Parfois Réfléchi
77,,,rächen,to take revenge (refl.),se venger (réfl.),Mostly Reflexive,Principalement Réfléchi
77,,,herausfordern,"to challenge, to provoke, to banter to","défier, affronter",,
77,,,pfeifen,"to whistle, to ignore, to referee, to arbitrate","siffler, siffloter",,
77,,,toben,"to fume, to rage, to rampage, to romp","se défouler, se déchaîner, fulminer",,
77,,,grenzen,"to abut, to approach, to border, to limit",limiter,Sometimes Reflexive,Parfois Réfléchi
77,,,konfigurieren,"to configure, to set up",configurer,Sometimes Reflexive,Parfois Réfléchi
77,,,tagen,"to meet, to convene, to be in session","se réunir, tenir une réunion",,
78,,,verkehren,"to circulate, to interact, to turn, to twist",circuler,,
78,,,hauen,"to slash, to cut, to hit (coll.)","trancher, couper, frapper (coll.)",Sometimes Reflexive,Parfois Réfléchi
78,,,ehren,"to honor, to respect, to esteem",honorer,,
78,,,erwägen,"to consider, to contemplate, to ponder","envisager, considérer",,
78,,,stopfen,"to stuff, to darn, to jam","bourrer, combler",Sometimes Reflexive,Parfois Réfléchi
78,,,wachen,"to wake, to guard, to be awake","veiller, réveiller, surveiller",,
78,,,begehen,"to commit, perpetrate (a crime, an offence)","commettre, perpétrer (un crime, un délit)",,
78,,,abschneiden,"to cut off, to amputate, to block","couper, amputer, bloquer",Sometimes Reflexive,Parfois Réfléchi
78,,,verdanken,"to owe, to be indebted, to owe to","devoir (quelque chose à quelqu'un), être redevable",,
78,,,zurückhalten,"to restrain, to hold back, to withhold","restreindre, retenir",Sometimes Reflexive,Parfois Réfléchi
78,,,verdoppeln,"to double, to duplicate, to reduplicate","doubler, dupliquer, redoubler",Sometimes Reflexive,Parfois Réfléchi
78,,,herrschen,"to rule, to prevail, to control","gouverner, prévaloir, contrôler",,
78,,,verknüpfen,"to connect, to link, to associate, to tie, to annex to","connecter, relier, associer, lier, annexer à",Sometimes Reflexive,Parfois Réfléchi
78,,,aufzeigen,"to point out, to demonstrate, to indicate","souligner, démontrer, indiquer",,
78,,,aufbringen,"to capture, to raise, to antagonise",appliquer,Sometimes Reflexive,Parfois Réfléchi
78,,,exportieren,to export,exporter,,
78,,,positionieren,"to position, to assert, to clarify","positionner, placer",Sometimes Reflexive,Parfois Réfléchi
78,,,brüllen,"to bellow, to howl, to roar, to bray",hurler,,
78,,,erschöpfen,"to exhaust, to deplete, to drain",épuiser,Mostly Reflexive,Principalement Réfléchi
78,,,schweben,"to over, to float, to glide","flotter, planer",,
79,,,absehen,"to foresee, to overlook, to disregard","prévoir, négliger",,
79,,,einsperren,"to lock up, to imprison","enfermer, emprisonner",,
79,,,dämpfen,"to dampen, to steam, to attenuate, to reduce","étouffer, amortir",Sometimes Reflexive,Parfois Réfléchi
79,,,dehnen,"to extend, to stretch, to expand, to dilate","étirer, étendre allonger",Sometimes Reflexive,Parfois Réfléchi
79,,,heulen,"to howl, to wail, to bawl, to blubber","hurler, pleurer, crier",,
79,,,verführen,"to seduce, to entice, to tempt, to debauch",séduire,Sometimes Reflexive,Parfois Réfléchi
79,,,rinnen,"to flow, to trickle, to run",canaliser,,
79,,,rahmen,"to frame, to enclose, to collect, to cream",encadrer,,
79,,,forschen,"to research, to investigate","faire des recherches, enquêter",,
79,,,voraussetzen,"to presume, to require, to assume","présumer, exiger, supposer",,
79,,,experimentieren,to experiment,expérimenter,,
79,,,zurücktreten,"to resign, to step back, to step down, to withdraw","démissionner, se retirer, quitter ses fonctions",,
79,,,hervorgehen,"to result, to arise, to arise from, to emerge","résulter, survenir, provenir de, émerger",,
79,,,verbleiben,to remain,rester,,
79,,,herkommen,"to come over, come here (towards the speaker), to come from","venir, venir ici (vers l'orateur), venir de",,
79,,,beibringen,"to teach, to break (news, information) carefully to, to inflict","enseigner, annoncer (des nouvelles, des informations) avec précaution, infliger",,
79,,,befördern,to transport,transporter,,
79,,,stricken,to knit,tricoter,,
79,,,anbringen,"to affix, to attach, to fasten, to add, to apply","fixer, attacher, ajouter, appliquer",,
79,,,bedürfen,"to need, to require, to depend, to demand","avoir besoin, exiger, dépendre, demander",,
80,,,begreifen,"to understand, to comprehend, to grasp, to realise","comprendre, saisir, appréhender, réaliser",,
80,,,beitreten,"to join, to support, to accede to, to affiliate","adhérer, soutenir, adhérer à, s'affilier",,
80,,,blättern,"to browse in, to leaf, to leaf through, to page through","parcourir, feuilleter, feuilleter, parcourir les pages",,
80,,,einräumen,"to admit, to acknowledge, to concede, to put away","admettre, reconnaître, concéder, mettre de côté",,
80,,,entfallen,"to be omitted, to be dropped, to be canceled, to be inapplicable","à omettre, à supprimer, à annuler, à ne pas appliquer",,
80,,,erbringen,"to yield, to provide, to raise, to deliver","céder, fournir, lever, livrer",,
80,,,ignorieren,"to ignore, to blank, to disregard","ignorer, faire l'impasse sur, négliger",,
80,,,kreisen,"to circle, to circulate, to circumgyrate","tourner en rond, circuler, circumgyrer",,
80,,,manipulieren,"to manipulate, to influence, to rig, to adjust","manipuler, influencer, truquer, ajuster",,
80,,,verdeutlichen,"to clarify, to elucidate, to explain, to illustrate","clarifier, élucider, expliquer, illustrer",,
80,,,vereinen,"to unite, to combine, to join","unir, combiner, joindre",,
80,,,vermögen,"to be able, to be capable, to can","être capable, pouvoir",,
80,,,verschaffen,"to procure, to obtain, to acquire, to earn","se procurer, obtenir, acquérir, gagner",,
80,,,versenden,"to dispatch, to send, to forward, to ship","expédier, envoyer, faire parvenir, transporter",,
80,,,zukommen,"to approach, to be assigned to, to be due (to)","approcher, être assigné à, être dû (à)",,
80,,,zusammenhängen,"to be related, to hang together, to associate","être apparenté, être ensemble, s'associer",,
80,,,zusammensetzen,"to assemble, to put together, to be composed of","assembler, réunir, être composé de",,
80,,,verbergen,"to conceal sth, to hide something",cacher quelque chose,,
80,,,versetzen,"to put, to move, to deal, to give (a blow, hit), to transfer (when to do with work)","mettre, déplacer, distribuer, donner (un coup), transférer (quand il s'agit de travailler)",,
80,,,beseitigen,"to remove, to eliminate, to dispose","enlever, éliminer, se débarrasser",,
81,,,glänzen,"to shine, to gleam, to sparkle, to glisten","briller, scintiller, étinceler",,
81,,,hüpfen,"to hop, to skip, to bounce","sauter, bondir, rebondir",,
81,,,widerrufen,"to cancel, to revoke, to withdraw","annuler, révoquer, retirer",,
81,,,irritieren,"to confuse, to disturb, to irritate, to annoy","perturber, embêter, irriter, agacer",,
81,,,quälen,"to torture, to afflict, to agonise","torturer, affliger, faire souffrir",,
81,,,kratzen,"to scratch, to scrape","gratter, racler",,
81,,,assoziieren,"to associate, to associate with, to link","s'associer, s'associer à, lier",,
81,,,vergnügen,"to please, to amuse, to amuse oneself","plaire, amuser, se divertir",,
81,,,zweifeln,"to doubt, to question","douter, remettre en question",,
81,,,berufen,"to appoint, to invoke, to cite","nommer, invoquer, citer",,
81,,,schlachten,"to slaughter, to butcher, to battle","abattre, massacrer, combattre",,
81,,,verdrängen,"to displace, to oust, to repress","déplacer, évincer, réprimer",,
81,,,regulieren,"to regulate, to control, to arrange","réglementer, contrôler, organiser",,
81,,,einschreiben,"to sign up, to enroll",s'inscrire,,
81,,,quietschen,"to squeak, to squeal",couiner,,
81,,,eilen,"to hurry, to rush, to be urgent, to haste","se dépêcher, se hâter, être urgent",,
81,,,entgegenkommen,"to accommodate, to approach, to come towards","s'adapter, s'approcher, venir vers",,
81,,,erziehen,"to educate, to raise, to nurture, to teach, to train","éduquer, élever, nourrir, enseigner, former",,
81,,,überholen,"to overtake, to outstrip, to repair, to outpace","dépasser, distancer, réparer, surpasser",,
81,,,bemalen,"to paint, to apply makeup, to color","peindre, maquiller, colorier, colorer",,
82,,,inszenieren,"to direct, to orchestrate, to produce","diriger, orchestrer, produire",,
82,,,schmücken,"to adorn, to decorate, to embellish","orner, décorer, embellir",,
82,,,sich orientieren,to orient,orienter,Always Reflexive,Toujours Réfléchi
82,,,sich ereignen,"to happen, to occur, to bechance","se produire, avoir lieu, être fortuit",Always Reflexive,Toujours Réfléchi
82,,,kämmen,to comb,peigner,,
82,,,weglaufen,to run away,s'enfuir,,
82,,,vorhersagen,"to foretell, to forecast, to predict","prédire, prévoir, annoncer",,
82,,,schonen,"to spare, to preserve, to conserve","épargner, préserver, conserver",,
82,,,erwachsen,"to grow up, to arise, to spring up, to accrue","grandir, surgir, jaillir, s'accumuler",,
82,,,abschreiben,"to write off, to copy, to transcribe","radier, copier, transcrire",,
82,,,erschließen,"to develop, to access, to deduce, to unlock","développer, accéder, déduire, déverrouiller",,
82,,,herausnehmen,"to take out, to remove, to arrogate","enlever, retirer, s'arroger",,
82,,,nerven,"to annoy someone, to get on someone's nerves","ennuyer quelqu'un, taper sur les nerfs de quelqu'un",,
82,,,bereuen,"to regret something, to rue something","regretter quelque chose, se lamenter sur quelque chose",,
82,,,weiterhelfen,"to assist, to help","pour aider, pour soutenir",,
82,,,aufhängen,"to hang up, to hang, to anchor","accrocher, suspendre, ancrer",,
82,,,hinlegen,"to lie down, to put down, to lay down","s'allonger, poser, se coucher",,
82,,,beleuchten,"to illuminate, to examine","éclairer, examiner",,
82,,,ernten,"to harvest, to reap, to crop, to gather","récolter, moissonner, cueillir",,
82,,,zutreffen,"to apply, to hold true, to be applicable","s'appliquer, être vrai, être applicable",,
83,,,zuwenden,"to turn to, to turn towards, to allocate, to dedicate","se tourner vers, allouer, dédier",,
83,,,überreden,"to convince, to persuade, to argue into","convaincre, persuader, amener à argumenter",,
83,,,repräsentieren,"to represent, to stand for, to act for","représenter, défendre, agir pour",,
83,,,erschießen,to shoot dead,tuer par balle,,
83,,,beibehalten,"to maintain, to keep, to retain",maintenir,,
83,,,widerstehen,"to resist, to withstand, to oppose","résister, supporter, s'opposer",,
83,,,streifen,"to wander, to drift","errer, dériver",,
83,,,kaputtgehen,"to break down, to break","se briser, se dégrader",,
83,,,zusammenleben,"to live together, to cohabitate","vivre ensemble, cohabiter",,
83,,,rösten,"to roast, to calcine, to toast","rôtir, calciner, griller",,
83,,,ausschlafen,"to sleep in, to catch up on sleep","faire la grasse matinée, rattraper son sommeil",,
83,,,abfliegen,"to patrol, to depart, to fly along","patrouiller, partir, voler le long",,
83,,,norden,to align to the north,s'aligner vers le nord,,
83,,,zuweisen,"to assign, to allocate, to allot","attribuer, assigner, affecter",Sometimes Reflexive,Parfois Réfléchi
83,,,kontaktieren,to contact,contacter,,
83,,,berechtigen,"to authorize, to entitle to, to empower","autoriser, donner droit à, habiliter",Sometimes Reflexive,Parfois Réfléchi
83,,,schwellen,"to swell, to expand, to rise","gonfler, enfler",,
83,,,schütteln,"to agitate, to shake, to jolt","agiter, secouer",Sometimes Reflexive,Parfois Réfléchi
83,,,verkünden,"to announce, to proclaim, to declare","annoncer, proclamer, déclarer",,
83,,,erleiden,"to endure, to suffer, to experience, to experience pain","endurer, souffrir, éprouver, ressentir de la douleur",,
84,,,beschützen,"to protect, to defend (security)","protéger, défendre (sécurité)",Sometimes Reflexive,Parfois Réfléchi
84,,,schulden,"to owe, to be due to","devoir, être dû à",,
84,,,lauschen,"to listen, to eavesdrop","écouter, espionner",,
84,,,begrenzen,"to limit, to restrict, to bound","limiter, resteindre, confiner",Sometimes Reflexive,Parfois Réfléchi
84,,,platzieren,"to place, to position, to be placed",placer,Sometimes Reflexive,Parfois Réfléchi
84,,,anfragen,"to ask, to inquire, to enquire, to request",demander,,
84,,,deaktivieren,"to deactivate, to disable",désactiver,,
84,,,gebieten,"to command, to demand, to bid, to dominate","dominer, ordonner",,
84,,,geleiten,"to accompany, to escort, to conduct",accompagner,,
84,,,listen,"to list, to allow in, to lead as a series","énumérer, citer",,
84,,,übermitteln,"to communicate, to deliver, to transmit","transmettre, communiquer",,
84,,,werten,"to assess, to consider, to value",évaluer,Sometimes Reflexive,Parfois Réfléchi
84,,,beleben,"to invigorate, to animate, to revive","animer, revivre, relancer",Sometimes Reflexive,Parfois Réfléchi
84,,,erlöschen,"to go out, to die out, to expire",s'éteindre,,
84,,,gedeihen,"to flourish, to prosper, to thrive","prospérer, s'épanouir, croître, fleurir",,
84,,,ersticken,"to suffocate, to choke, to asphyxiate","étouffer, suffoquer",Sometimes Reflexive,Parfois Réfléchi
84,,,konstruieren,"to construct, to design, to build, to fabricate","construire, concevoir, bâtir, fabriquer",,
84,,,ansteigen,"to rise, to increase, to ascend, to advance","s'élever, croître, monter, progresser",,
84,,,anstreben,"to pursue, to seek, to strive for, to aim","poursuivre, chercher, s'efforcer d'obtenir, viser",,
84,,,ausstrahlen,"to emit, to broadcast, to radiate, to air","émettre, diffuser, rayonner",,
85,,,eintreffen,"to arrive, to come true, to happen","arriver, se réaliser, se produire",,
85,,,erlangen,"to attain, to achieve, to acquire, to obtain","atteindre, réaliser, acquérir, obtenir",,
85,,,erlernen,"to learn, to acquire, to master","apprendre, acquérir, maîtriser",,
85,,,erörtern,"to debate, to discuss, to argue, to dispute","débattre, discuter, argumenter, se disputer",,
85,,,kompensieren,"to compensate, to offset, to adjust, to align","compenser, décaler, ajuster, aligner",,
85,,,verschließen,"to close, to seal, to lock, to block","fermer, sceller, verrouiller, bloquer",,
85,,,ausarbeiten,"to develop, to draw up, to elaborate","développer, élaborer, mettre au point",,
85,,,währen,"to last, to persist","durer, persister",,
85,,,verbrechen,to commit (a crime),commettre (un crime),,
85,,,knoten,"to knot, to knit","nouer, tricoter",,
85,,,navigieren,"to navigate, to steer","naviguer, diriger",,
85,,,zusammenstoßen,"to collide, to brush, to bump","entrer en collision, se frôler, se heurter",,
85,,,mahlen,"to grind, to mill, to crush","moudre, broyer, concasser",,
