Nr,exercise,level_verben,Nr_verben,level_noun,level_goethe,level_routledge,question,answer,german,root_english,english,root_french,french,german_verb,english_verb,french_verb,german_noun,english_noun,french_noun,gender_english,gender_french
1220,65,C1,721,B1,,A2,die Existenz,existieren,,the existence,to exist,l'existence,exister,existieren,to exist,exister,die Existenz,the existence,l'existence,,
1221,65,C1,722,B1,,B1,die Bedrohung,bedrohen,,the threat,"to threaten, to menace",la menace,menacer,bedrohen,"to threaten, to menace",menacer,die Bedrohung,the threat,la menace,,
1222,65,C1,724,C1,,,die Verstärkung,verstärken,,"the reinforcement, the amplification","to amplify, to intensify, to strengthen","le renforcement, l'amplification","amplifier, intensifier, renforcer",verstärken,"to amplify, to intensify, to strengthen","amplifier, intensifier, renforcer",die Verstärkung,"the reinforcement, the amplification","le renforcement, l'amplification",,
1223,65,C1,726,C1,,,die Übergabe,übergeben,,the handover,"to hand over, to vomit (refl.)",la mise à disposition,"remettre, vomir (réfl.)",übergeben,"to hand over, to vomit (refl.)","remettre, vomir (réfl.)",die Übergabe,the handover,la mise à disposition,,
1224,65,C1,727,C1,,,die Stütze,stützen,,the support,"to support, to back, to hold something up, to bolster",le soutien,"soutenir, appuyer, soutenir quelque chose, étayer",stützen,"to support, to back, to hold something up, to bolster","soutenir, appuyer, soutenir quelque chose, étayer",die Stütze,the support,le soutien,,
1225,65,C1,728,C1,,,der Abruf,abrufen,,the retrieval,"to retrieve, to access, to call away",la récupération,"récupérer, accéder, appeler",abrufen,"to retrieve, to access, to call away","récupérer, accéder, appeler",der Abruf,the retrieval,la récupération,,
1226,65,C1,729,B1,,B1,das Bedenken,bedenken,,"the concern, the objection","to consider, to reflect, to give, to allow for","l'inquiétude, l'objection","considérer, réfléchir, donner, permettre",bedenken,"to consider, to reflect, to give, to allow for","considérer, réfléchir, donner, permettre",das Bedenken,"the concern, the objection","l'inquiétude, l'objection",,
1227,65,C1,731,C1,,,die Beschleunigung,beschleunigen,,the acceleration,"to accelerate, to speed up",l'accélération,accélérer,beschleunigen,"to accelerate, to speed up",accélérer,die Beschleunigung,the acceleration,l'accélération,,
1228,65,C1,733,C2,,,die Fügung,fügen,,"the conjunction, the ligation, the providence","to acquiesce, to comply, to fit together","la conjonction, la ligature, la providence","acquiescer, se conformer, s'adapter",fügen,"to acquiesce, to comply, to fit together","acquiescer, se conformer, s'adapter",die Fügung,"the conjunction, the ligation, the providence","la conjonction, la ligature, la providence",,
1229,65,C1,735,C1,,,die Gewährung,gewähren,,the grant,"to grant, to afford, to allow, to accord",l'octroi,"accorder, permettre",gewähren,"to grant, to afford, to allow, to accord","accorder, permettre",die Gewährung,the grant,l'octroi,,
1230,65,C1,736,B1,,,die Qualifikation,qualifizieren,,the qualification,"to qualify, to qualify for",la qualification,"se qualifier, se qualifier pour",qualifizieren,"to qualify, to qualify for","se qualifier, se qualifier pour",die Qualifikation,the qualification,la qualification,,
1231,66,C1,707,B1,,,aufführen,die Aufführung,,"to perform, to present",the performance,"exécuter, présenter",la performance,aufführen,"to perform, to present","exécuter, présenter",die Aufführung,the performance,la performance,Feminine,Féminin
1232,66,C1,710,C2,,,genügen,die Genüge,,"to suffice, to satisfy","the sufficiency, the satisfaction","suffire, satisfaire","la suffisance, la satisfaction",genügen,"to suffice, to satisfy","suffire, satisfaire",die Genüge,"the sufficiency, the satisfaction","la suffisance, la satisfaction",Feminine,Féminin
1233,66,C1,713,A1,,,ausdrucken,der Ausdruck,,"to print, to print out, to print off","the expression, the printout",imprimer,"l'expression, l'impression",ausdrucken,"to print, to print out, to print off",imprimer,der Ausdruck,"the expression, the printout","l'expression, l'impression",Masculine,Masculin
1234,66,C1,714,B2,,,eintragen,die Eintragung,,"to register, to enter, to record, to enrol","the enrollment, the registration","inscrire, entrer, enregistrer, inscrire","l'inscription, l'enregistrement",eintragen,"to register, to enter, to record, to enrol","inscrire, entrer, enregistrer, inscrire",die Eintragung,"the enrollment, the registration","l'inscription, l'enregistrement",Feminine,Féminin
1235,66,C1,714,B1,,,eintragen,der Eintrag,,"to register, to enter, to record, to enrol",the entry (in a dictionary),"inscrire, entrer, enregistrer, inscrire",l'entrée (dans un dictionnaire),eintragen,"to register, to enter, to record, to enrol","inscrire, entrer, enregistrer, inscrire",der Eintrag,the entry (in a dictionary),l'entrée (dans un dictionnaire),Masculine,Masculin
1236,66,C1,717,B1,,,streiken,der Streik,,"to strike, to be on strike",the strike,"faire grève, être en grève",la grève,streiken,"to strike, to be on strike","faire grève, être en grève",der Streik,the strike,la grève,Masculine,Masculin
1237,66,C1,718,C2,,,verschreiben,die Verschreibung,,"to prescribe, to commit oneself to, to misspell by accident",the prescription (medicine),"prescrire, s'engager à, faire une faute d'orthographe par accident",l'ordonnance (médecine),verschreiben,"to prescribe, to commit oneself to, to misspell by accident","prescrire, s'engager à, faire une faute d'orthographe par accident",die Verschreibung,the prescription (medicine),l'ordonnance (médecine),Feminine,Féminin
1238,66,C1,719,C1,,,vertreiben,die Vertreibung,,"to expel, to dislodge, to displace, to put on the market, to sell","the expulsion, the eviction","expulser, déloger, déplacer","l'expulsion, l'éviction",vertreiben,"to expel, to dislodge, to displace, to put on the market, to sell","expulser, déloger, déplacer",die Vertreibung,"the expulsion, the eviction","l'expulsion, l'éviction",Feminine,Féminin
1239,66,C1,719,C1,,,vertreiben,der Vertrieb,,"to expel, to dislodge, to displace, to put on the market, to sell","the sale, the marketing","expulser, déloger, déplacer","la vente, le marketing",vertreiben,"to expel, to dislodge, to displace, to put on the market, to sell","expulser, déloger, déplacer",der Vertrieb,"the sale, the marketing","la vente, le marketing",Masculine,Masculin
1240,66,C1,721,B1,,A2,existieren,die Existenz,,to exist,the existence,exister,l'existence,existieren,to exist,exister,die Existenz,the existence,l'existence,Feminine,Féminin
1241,66,C1,722,B1,,B1,bedrohen,die Bedrohung,,"to threaten, to menace",the threat,menacer,la menace,bedrohen,"to threaten, to menace",menacer,die Bedrohung,the threat,la menace,Feminine,Féminin
1242,66,C1,724,C1,,,verstärken,die Verstärkung,,"to amplify, to intensify, to strengthen","the reinforcement, the amplification","amplifier, intensifier, renforcer","le renforcement, l'amplification",verstärken,"to amplify, to intensify, to strengthen","amplifier, intensifier, renforcer",die Verstärkung,"the reinforcement, the amplification","le renforcement, l'amplification",Feminine,Féminin
1243,66,C1,726,C1,,,übergeben,die Übergabe,,"to hand over, to vomit (refl.)",the handover,"remettre, vomir (réfl.)",la mise à disposition,übergeben,"to hand over, to vomit (refl.)","remettre, vomir (réfl.)",die Übergabe,the handover,la mise à disposition,Feminine,Féminin
1244,66,C1,727,C1,,,stützen,die Stütze,,"to support, to back, to hold something up, to bolster",the support,"soutenir, appuyer, soutenir quelque chose, étayer",le soutien,stützen,"to support, to back, to hold something up, to bolster","soutenir, appuyer, soutenir quelque chose, étayer",die Stütze,the support,le soutien,Feminine,Féminin
1245,66,C1,728,C1,,,abrufen,der Abruf,,"to retrieve, to access, to call away",the retrieval,"récupérer, accéder, appeler",la récupération,abrufen,"to retrieve, to access, to call away","récupérer, accéder, appeler",der Abruf,the retrieval,la récupération,Masculine,Masculin
1246,66,C1,729,B1,,B1,bedenken,das Bedenken,,"to consider, to reflect, to give, to allow for","the concern, the objection","considérer, réfléchir, donner, permettre","l'inquiétude, l'objection",bedenken,"to consider, to reflect, to give, to allow for","considérer, réfléchir, donner, permettre",das Bedenken,"the concern, the objection","l'inquiétude, l'objection",Neuter,Neutre
1247,66,C1,731,C1,,,beschleunigen,die Beschleunigung,,"to accelerate, to speed up",the acceleration,accélérer,l'accélération,beschleunigen,"to accelerate, to speed up",accélérer,die Beschleunigung,the acceleration,l'accélération,Feminine,Féminin
1248,66,C1,733,C2,,,fügen,die Fügung,,"to acquiesce, to comply, to fit together","the conjunction, the ligation, the providence","acquiescer, se conformer, s'adapter","la conjonction, la ligature, la providence",fügen,"to acquiesce, to comply, to fit together","acquiescer, se conformer, s'adapter",die Fügung,"the conjunction, the ligation, the providence","la conjonction, la ligature, la providence",Feminine,Féminin
1249,66,C1,735,C1,,,gewähren,die Gewährung,,"to grant, to afford, to allow, to accord",the grant,"accorder, permettre",l'octroi,gewähren,"to grant, to afford, to allow, to accord","accorder, permettre",die Gewährung,the grant,l'octroi,Feminine,Féminin
1250,66,C1,736,B1,,,qualifizieren,die Qualifikation,,"to qualify, to qualify for",the qualification,"se qualifier, se qualifier pour",la qualification,qualifizieren,"to qualify, to qualify for","se qualifier, se qualifier pour",die Qualifikation,the qualification,la qualification,Feminine,Féminin
1251,67,C1,737,A2,,,die Umgebung,umgeben,,"the environment, the vicinity, the surroundings","to surround, to enclose, to encompass","l'environnement, les environs, le voisinage","entourer, enfermer, englober",umgeben,"to surround, to enclose, to encompass","entourer, enfermer, englober",die Umgebung,"the environment, the vicinity, the surroundings","l'environnement, les environs, le voisinage",,
1252,67,C1,738,C1,,,die Verringerung,verringern,,"the reduction, the decrease","to decrease, to diminish, to ease, to lower","la réduction, la diminution","diminuer, soulager, abaisser",verringern,"to decrease, to diminish, to ease, to lower","diminuer, soulager, abaisser",die Verringerung,"the reduction, the decrease","la réduction, la diminution",,
1253,67,C1,739,A1,,,der Kontakt,kontaktieren,,the contact,to contact,le contact,contacter,kontaktieren,to contact,contacter,der Kontakt,the contact,le contact,,
1254,67,C1,741,B1,,,der Vorwurf,vorwerfen,,"the reproach, the accusation","to reproach, to accuse of, to allege","le reproche, l'accusation","reprocher, accuser de, alléguer",vorwerfen,"to reproach, to accuse of, to allege","reprocher, accuser de, alléguer",der Vorwurf,"the reproach, the accusation","le reproche, l'accusation",,
1255,67,C1,742,C1,,,die Verwirklichung,verwirklichen,,"the fruition, the realisation","to realize, to actualize, to fulfill, to implement","l'aboutissement, la réalisation","réaliser, concrétiser, accomplir, mettre en œuvre",verwirklichen,"to realize, to actualize, to fulfill, to implement","réaliser, concrétiser, accomplir, mettre en œuvre",die Verwirklichung,"the fruition, the realisation","l'aboutissement, la réalisation",,
1256,67,C1,744,B2,,,die Aufstellung,aufstellen,,the setup,"to set up, to establish",la configuration,"mettre en place, établir",aufstellen,"to set up, to establish","mettre en place, établir",die Aufstellung,the setup,la configuration,,
1257,67,C1,745,D1+,,,der Ausschluss,ausschließen,,the exclusion,"to exclude, to eliminate",l'exclusion,"exclure, éliminer",ausschließen,"to exclude, to eliminate","exclure, éliminer",der Ausschluss,the exclusion,l'exclusion,,
1258,67,C1,746,C1,,,die Durchsetzung,durchsetzen,,the enforcement,"to enforce, to assert",l'application,"faire respecter, affirmer",durchsetzen,"to enforce, to assert","faire respecter, affirmer",die Durchsetzung,the enforcement,l'application,,
1259,67,C1,747,C2,,,die Weiterleitung,weiterleiten,,"the forwarding, the redirection","to forward, to pass on","le transfert, la redirection","transmettre, faire passer",weiterleiten,"to forward, to pass on","transmettre, faire passer",die Weiterleitung,"the forwarding, the redirection","le transfert, la redirection",,
1260,67,C1,748,C1,,,die Wiederherstellung,wiederherstellen,,"the recovery, the restoration","to restore, to recover, to rehabilitate","le rétablissement, la restauration","restaurer, récupérer, réhabiliter",wiederherstellen,"to restore, to recover, to rehabilitate","restaurer, récupérer, réhabiliter",die Wiederherstellung,"the recovery, the restoration","le rétablissement, la restauration",,
1261,67,C1,750,A2,B1,B1,die Rückkehr,zurückkehren,,the return,to return,le retour,revenir,zurückkehren,to return,revenir,die Rückkehr,the return,le retour,,
1262,67,C1,751,C1,,,die Impfung,impfen,,the vaccination,"to vaccinate, to immunize, to inject",la vaccination,"vacciner, immuniser, injecter",impfen,"to vaccinate, to immunize, to inject","vacciner, immuniser, injecter",die Impfung,the vaccination,la vaccination,,
1263,67,C1,752,B2,,,der Betrug,betrügen,,the fraud,"to cheat, to swindle, to defraud",la fraude,"tricher, escroquer, frauder",betrügen,"to cheat, to swindle, to defraud","tricher, escroquer, frauder",der Betrug,the fraud,la fraude,,
1264,67,C1,753,A2,,,die Hitze,heizen,,the heat,"to heat, to warm, to fuel",la chaleur,"chauffer, se chauffer",heizen,"to heat, to warm, to fuel","chauffer, se chauffer",die Hitze,the heat,la chaleur,,
1265,67,C1,754,A1,,,der Sieg,siegen,,the victory,"to win, to prevail, to triumph",la victoire,"gagner, triompher, prévaloir",siegen,"to win, to prevail, to triumph","gagner, triompher, prévaloir",der Sieg,the victory,la victoire,,
1266,67,C1,754,A2,,,der Sieger,siegen,,"the winner, the champion","to win, to prevail, to triumph","le vainqueur, le champion","gagner, triompher, prévaloir",siegen,"to win, to prevail, to triumph","gagner, triompher, prévaloir",der Sieger,"the winner, the champion","le vainqueur, le champion",,
1267,67,C1,755,B2,,,die Vereinigung,vereinigen,,"the unification, the trade union","to coalesce, to unify, to merge","l'unification, le syndicat","unir, réunir, unifier, combiner",vereinigen,"to coalesce, to unify, to merge","unir, réunir, unifier, combiner",die Vereinigung,"the unification, the trade union","l'unification, le syndicat",,
